filename,folder #,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
3.9,3.9,0.500700831,0.057600327,-435.8262939,81.90551758,2.144578934,24.41711235,13.99416924,4.829913616,3.077120304,8.922152519,4.646856785,12.8954525,1.028215408,5.443506241,-0.012407262,3.857429028,0.618662953,2.850236893,-4.607720375,5.425615311,-3.427870035,2.680615425,0
3.1,3.1,0.482969165,0.099278778,-408.0950928,83.13433838,3.791151524,24.72916603,15.36643505,3.392773628,1.90423286,3.914990425,0.476761281,12.54232979,-1.141627073,3.598473787,1.352768779,4.159479618,1.187552691,-0.203861013,-2.507878304,4.305698395,-3.889921427,3.823163748,0
3.11,3.11,0.40940845,0.15534474,-355.6461487,98.48745728,3.117316961,36.79312515,16.11512375,-3.141573429,-1.192696333,1.61196661,-1.920812488,14.54167843,-4.141509056,4.405653,0.857902944,4.073274612,-0.098957695,-2.7053864,-3.496834993,5.477064133,-5.51374197,3.937010765,0
3.12,3.12,0.432171136,0.055799909,-393.1895142,101.5244904,11.15305424,33.44473648,17.85048866,3.809083223,-0.841934681,11.34208584,1.433554411,8.589248657,-2.139486551,6.403656006,-0.265279591,5.454115391,1.323680639,2.40064168,-5.052927017,5.505129814,-6.197396755,2.221382856,0
3.13,3.13,0.423454016,0.089294039,-367.3832703,103.4477463,13.0026207,32.99299622,15.04735279,0.796821594,-1.002937198,4.287160397,-2.144669771,11.83946705,-3.781257153,5.697392941,2.421113253,3.849895477,1.218075633,1.641246438,-4.790400505,5.201987267,-5.858302593,2.95522213,0
3.14,3.14,0.446574479,0.123036951,-344.3916931,105.0677719,6.111492157,27.70355988,16.11197281,2.412286997,1.215685368,5.401741982,-2.411016703,12.87173557,-0.458414108,5.012721062,0.731353581,5.490819931,-0.253513157,2.939633131,-4.803241253,5.678939819,-4.81421566,2.634365797,0
3.15,3.15,0.352328718,0.263721555,-294.6820374,113.8636169,-17.83699989,26.09728622,15.77343464,-5.739179134,-2.291459322,0.34284988,-0.47488153,15.07779026,-10.22774887,1.7434479,-1.059782982,3.694398165,-0.294250637,-1.58851254,-3.834162235,13.63601303,-1.788537145,6.655292511,0
3.16,3.16,0.397086054,0.285060197,-363.0661316,76.01998901,-13.02786732,31.56685448,11.18669128,-8.740790367,5.235132217,0.591594875,0.757475019,18.94094658,-5.142022133,4.440999508,-5.100687504,3.949151754,1.225317001,-5.053446293,1.19322598,4.523952961,-6.568110466,5.3873806,0
3.17,3.17,0.451908946,0.109738678,-378.2434998,88.26528931,9.214075089,26.50368309,16.23481178,1.897579432,1.13924098,6.358761311,-2.191774368,13.15090466,-0.786526561,4.727854252,-0.676566362,5.028847694,-0.855274916,1.253914595,-3.544476271,4.787260056,-5.143452644,4.077984333,0
3.18,3.18,0.458791614,0.239099115,-346.0896606,102.0826874,-1.310129285,23.81257248,12.79230595,-1.73289001,-1.661439776,2.347809315,0.503133357,13.09570313,-2.69705987,5.27259016,-0.480852187,3.930425167,1.099014997,-0.781751394,-4.1033988,5.181407928,-4.698027611,2.808058023,0
3.19,3.19,0.482177615,0.049602661,-365.2834778,98.30170441,16.2315979,40.80746841,19.89772415,7.909694195,2.213406563,8.886472702,3.543362141,10.10008907,-5.560606956,7.689008236,1.876786709,3.938692093,1.14525497,5.129659176,-5.171072006,5.652326107,-5.358272552,3.151056051,0
3.2,3.2,0.405171454,0.074659668,-368.598999,122.7517929,6.27146244,36.04481125,20.09380531,7.176701069,8.731624603,11.42999363,-0.011991373,14.3946085,-1.819633365,3.581110001,-1.893150687,4.885038376,-2.976754189,0.971555412,-5.265106678,3.999784231,-5.680047035,2.585724354,0
3.21,3.21,0.452513844,0.067258902,-373.0545959,105.2490692,18.9633503,37.00694656,15.31987762,8.605303764,3.023000717,11.66572285,0.08544565,11.71655083,-2.203619719,7.813856602,-0.646938026,3.582335711,0.51364398,5.274062634,-4.333191395,5.292080402,-5.83652544,3.960679531,0
3.22,3.22,0.458724171,0.116770543,-342.735321,108.3038254,10.68410587,34.33169174,17.46813393,-1.559105515,-4.404732227,2.941583872,-1.32149899,11.94859982,-3.490458012,6.324998856,2.035078049,7.193068027,-1.271435499,0.321707338,-3.537875891,6.176156521,-5.986711502,4.337491989,0
3.23,3.23,0.426929832,0.14466098,-356.2026672,99.4292984,9.880836487,32.9887085,19.36493874,-1.005330086,-0.068045452,7.389778137,1.164280295,10.15921783,-2.654956579,4.970512867,1.012204647,5.106620312,3.301072359,-0.640484989,-2.013774633,5.2417202,-6.183943748,3.197998524,0
3.24,3.24,0.461612493,0.276968539,-327.4598694,107.6181717,-7.511665821,27.04685402,11.60159683,-2.397018671,1.051379204,2.96907258,-0.781707823,14.90557289,-3.306253672,4.825687885,-0.860091388,2.524047136,1.16923821,0.365816832,-3.510716915,3.952322245,-5.77942276,3.221399307,0
3.25,3.25,0.530562162,0.014912847,-528.1829224,60.31708908,9.485584259,22.62200356,7.951305389,6.399130821,3.556723118,6.976183891,-2.564529896,4.166832924,-0.555005372,3.781140566,-0.2010331,4.774855137,-0.419985503,4.061969757,-0.991929531,3.17566824,-2.887069702,4.129484177,0
3.26,3.26,0.502522469,0.051349692,-423.4920349,81.03995514,7.713574886,25.80412102,14.67089272,3.769958496,3.325056553,8.823577881,0.583341241,7.394119263,-1.293253779,5.071826935,0.359962851,3.695956707,1.228196979,2.503343344,-3.001870632,5.126753807,-4.177136898,3.636601448,0
3.27,3.27,0.452979674,0.10395471,-381.9880269,98.66995238,4.441550692,29.69280561,16.48966185,3.22746714,1.663884163,6.549457868,0.346667767,10.59901682,-1.805707385,5.646143437,0.387979721,5.130067984,0.409032385,2.386288444,-4.215540965,4.839783907,-4.627612273,2.925651948,0
3.28,3.28,0.50118041,0.064027503,-452.0402527,79.08197021,7.711501122,25.58553696,14.55079174,2.283208847,0.084699973,6.183330536,-0.054220453,7.64073801,-1.271884203,5.138709545,1.055483818,3.60052228,1.579289317,2.129427671,-2.465452671,3.764031649,-4.124157429,2.16749382,0
3.29,3.29,0.442747593,0.192548171,-363.137146,91.02441406,1.901479483,34.19262314,12.27528381,-5.208827972,-3.033709049,-3.911457062,-0.424695402,10.93186474,-3.621378899,4.359184265,-0.547131002,7.190766811,-0.114646092,1.673787951,-1.95729804,6.273726463,-7.663833141,1.987636805,0
3.3,3.3,0.519099414,0.04291945,-375.8014832,93.49394226,8.357709885,32.3966217,16.52923393,5.87060833,3.364254236,9.637161255,-0.504137933,10.04960823,-1.755391836,5.620231628,1.179231882,6.316864014,-0.658989668,3.654185295,-4.43530035,4.812222958,-5.790858746,3.833122969,0
3.31,3.31,0.422795296,0.092429802,-370.2359619,106.8323898,7.414872646,35.27242279,18.22581291,2.94752121,-1.162374496,4.672852516,2.08108449,9.749284744,-3.898801804,5.509391785,0.575294018,5.13920784,-0.172310174,2.521312714,-4.499481678,5.20084095,-3.956465244,3.108203173,0
3.32,3.32,0.44888258,0.171809435,-353.4885559,101.8561478,8.084715843,32.27361298,17.43685722,-0.379207522,0.534969032,3.806442261,-1.378929496,10.43538094,-1.747666121,5.51708889,0.704681158,4.050050735,0.450539231,0.730272591,-2.835014582,6.021503925,-4.421062469,3.142631054,0
3.33,3.33,0.440444261,0.226368725,-382.3747864,84.35497284,0.671720862,22.53569794,12.60953999,-1.828382373,1.298543692,-0.479896158,-0.758255482,9.800833702,-2.347225428,3.206478596,-1.024791479,3.235303164,2.257575274,0.379269511,-2.465091705,3.920732021,-4.843963146,1.892910004,0
3.34,3.34,0.440654725,0.082336329,-435.9103699,82.9753418,9.496548653,24.50956345,13.55153656,1.380251288,-0.424698204,3.946003437,-1.710018992,7.205755711,-3.159540892,4.770465851,1.615234494,4.308615685,0.780585289,2.320223093,-2.276275396,3.595317364,-4.735955715,2.569046497,0
3.35,3.35,0.511869371,0.03077271,-525.192627,44.73019409,1.235480428,19.88181877,11.31497955,5.356924534,2.305580378,5.1381917,0.833256364,3.938944578,-1.186415195,3.162032604,-0.365600437,3.128601074,1.309844136,1.343880653,-2.811499596,2.658291101,-3.330528498,1.760767102,0
3.36,3.36,0.489569247,0.096397378,-431.3364258,84.10969543,-0.201712728,26.10243416,15.13119984,4.322593212,4.938341618,9.573779106,1.369935513,9.176030159,-1.059906244,6.416317463,-0.142708436,4.760176182,1.652920485,1.697919488,-3.343899965,3.639570951,-5.112155914,3.034386873,0
3.37,3.37,0.48212266,0.069943652,-377.2526245,100.7431488,4.167531967,32.08006668,17.70505714,4.491466045,2.3950634,8.955844879,-0.479167044,8.621139526,-1.269470334,6.051012516,0.058243934,4.44920063,0.767705739,2.831065178,-4.045742035,5.047745705,-5.144892216,3.886160135,0
4.3,4.3,0.420101523,0.563707352,-231.8105011,91.36087036,7.484030247,36.24432755,26.90995979,11.82849884,-7.77076292,1.776976109,1.60856092,11.89011669,-5.988410473,2.754413605,1.936481476,2.934407949,-0.200197309,3.835940361,-7.864151001,3.512512207,-9.017968178,2.96565485,0
4.7,4.7,0.438985109,1.203864694,-229.5111847,104.6860809,6.12412262,33.03399277,18.06732178,6.583408833,-3.207725286,1.971040845,-1.562648892,12.67920685,-0.382128388,2.932783365,-0.15147236,4.370863914,-0.326730818,-0.22544837,-8.999498367,3.693430901,-7.228729248,0.361040115,0
4.8,4.8,0.411095381,0.492435962,-273.9505615,106.5810089,16.77727509,45.27672195,25.09264755,4.944115639,-3.099144936,4.608602524,-4.464713573,6.54712677,-1.71312511,3.446709394,-0.972945988,2.947515011,-1.392910242,1.686159849,-8.063807487,4.331629276,-6.695637226,1.443467975,0
4.9,4.9,0.438149661,0.512579441,-287.0024719,98.62245941,25.79322624,38.92547226,24.30475426,13.66178417,-0.333074182,5.81635952,-1.903629422,8.555483818,-4.617830753,1.916805863,0.212415904,4.03470993,0.755859196,-0.254449636,-6.937123299,3.857848167,-6.903864861,1.688797355,0
4.1,4.1,0.459600776,0.533902943,-260.428894,98.12142944,15.58638,37.82746887,20.31646156,13.35749912,5.211740971,4.830327034,-3.887057066,8.214782715,-1.793589354,1.409468651,-2.230456591,1.511256695,-1.246281505,0.36317879,-7.189749241,3.1631639,-6.466383934,2.276764393,0
4.28,4.28,0.435623229,0.495319515,-268.7722778,111.3157806,12.37536621,42.59189606,21.4513092,7.852836132,1.425342321,2.259410858,-4.722865105,7.749411583,-3.504034519,1.863854885,-1.762222886,2.049243689,-1.844603896,1.57010138,-7.843873024,3.290930748,-6.452320576,2.979854345,0
4.31,4.31,0.432140529,0.649680734,-253.3909607,101.7380524,16.88591003,43.06471634,16.35553551,7.581967354,3.429250956,4.679095268,-5.356138706,6.479338169,-5.093044281,1.478109241,-0.523667932,0.872450888,-2.175279379,1.235517621,-6.717970371,4.034147263,-7.001142025,3.369616985,0
5.1,5.1,0.57900399,0.042658098,-395.7326965,97.03916168,11.88026237,35.97912216,22.69826508,15.38226891,9.816240311,11.58750629,-0.27844286,15.04990673,3.936187267,8.522864342,1.963606358,0.699728251,-2.479864836,1.285892248,-9.895819664,3.808233261,-4.381013393,6.8665452,0
5.3,5.3,0.594170094,0.012396131,-420.8877869,91.93706512,29.37848663,40.5591774,21.15134048,22.25925636,7.071936607,5.507591724,-3.68958807,6.864540577,-3.058708429,8.95754528,4.329344749,4.91119194,-2.948606014,1.305995584,-5.306340218,4.99846983,-7.215640545,5.868180275,0
5.6,5.6,0.528164864,0.028313359,-410.0709229,121.2751694,19.99452019,27.459198,21.99818802,13.38802433,2.959961176,4.774919033,-0.864418864,11.70663548,4.29919672,9.076918602,2.430384159,2.176591873,-1.634238601,1.230699897,-8.946827888,2.900602579,-4.41866684,5.481361389,0
5.9,5.9,0.52605933,0.025111286,-426.0463867,110.307106,23.62285614,37.03142548,25.23258972,18.07064819,2.843228817,6.098546982,-2.230397463,11.46117783,0.688208997,8.262641907,1.34234345,2.160078287,-1.930337071,3.810308933,-8.474118233,3.28044486,-5.306763172,4.472270489,0
5.11,5.11,0.49826774,0.044031229,-371.8865356,123.4981003,10.92533684,29.85112,17.21339226,15.46169758,-6.574496746,1.535281897,-6.385476112,12.0599308,6.815319538,10.21323109,2.063420296,4.880309105,0.192617491,2.67440486,-10.01076984,2.534488201,-5.150752068,4.731099129,0
5.13,5.13,0.451374561,0.046724502,-387.1819153,129.5786591,13.29031658,27.67929459,19.57683372,15.77627373,1.13269186,-0.151646018,-4.897446632,9.7849226,2.912214994,8.654967308,-0.574948251,3.980277777,1.195962906,0.44964394,-10.56243992,2.211624384,-5.591661453,4.968353748,0
5.14,5.14,0.506686628,0.040616702,-393.04245,122.2913818,8.711138725,30.78908539,21.10650253,10.83695602,2.901595831,4.261966228,-6.844867706,11.95319462,3.611320734,8.492092133,1.90547502,4.224876404,0.022152046,2.119277,-6.838979721,5.166765213,-4.26333952,3.850988865,0
5.18,5.18,0.484251767,0.091065511,-385.7057495,112.6832428,23.0349369,26.32124329,22.44005394,9.52507782,-0.579907,0.714233398,3.027562618,9.72194767,3.722937346,5.657253265,5.41588068,-1.56059742,1.222145319,3.738332748,-3.434804201,0.519349515,-0.425486445,0.183062106,0
5.2,5.2,0.596639514,0.009353978,-448.2284546,97.57359314,21.95416641,41.70418549,26.90624046,23.0139637,5.748207569,11.07905483,4.285470009,13.67057419,-3.129228354,8.72537899,-0.389451057,3.008722782,-1.426795125,3.689121008,-5.523572445,6.463264942,-3.770182371,5.61710453,0
5.28,5.28,0.475272328,0.063149102,-383.9073181,120.2722778,18.25434113,29.81279373,25.74376488,7.72974062,-2.580492496,0.411905259,-0.899187744,9.64645195,3.150877237,6.154567242,3.555206537,-1.928222537,1.795190334,1.788874388,-5.952980995,1.510861874,-2.670963526,0.834238231,0
5.32,5.32,0.465986788,0.041165374,-379.329895,125.6918945,13.14745331,29.79874229,21.07430458,6.64577198,-4.993730545,3.556017637,-1.083019853,10.41614819,1.989918709,11.55198002,3.104123831,-1.374499083,-0.019006453,3.123142719,-6.912776947,3.282482386,-7.041074753,1.747799635,0
5.34,5.34,0.503548324,0.064667039,-375.8653564,120.6967392,17.24728966,31.44583893,21.07473564,6.790342331,-4.297339439,2.473592758,-0.985571802,8.647388458,1.060566902,8.444828987,3.358134031,-0.028611893,3.287839413,4.134670734,-5.581208229,3.811199903,-2.868031025,1.424654841,0
5.35,5.35,0.523098886,0.047114689,-380.4463196,116.7373276,13.98318768,29.14461327,20.4775219,11.40476704,-1.039372444,8.037916183,-1.764069557,9.720576286,1.720964789,8.592837334,0.785034537,0.276161045,0.53067261,2.977114916,-8.054794312,4.066687584,-4.999060154,2.277144909,1
