filename,folder #,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
2.35,2.35,1.089207714,6.171105969,0.008382328,0.018269165,0.011811091,0.082677637,0.756469552,0.380538206,2.71936316,24.96349523,2.084860179,16.07710342,0.5079301,0.030263457,-496.1477661,59.73011017,5.431701183,20.32170296,12.69388771,5.28203249,1.068570495,3.915017366,0.370269477,6.000682354,-0.208431706,3.704041004,-0.13680926,2.129655838,-0.409180909,1.177348495,-2.271826982,3.55926156,-2.934142828,2.558400869,0
2.36,2.36,0.771089713,25.90734484,0.014742143,0.084705209,0.036762554,0.735251084,0.917240192,0.148575028,4.507801093,41.27580864,1.127883435,17.56528476,0.488749713,0.031820934,-455.2408447,90.39565277,8.741732597,28.28173447,17.50248909,6.964692116,-1.789337397,3.307743549,-0.943741322,7.123217583,0.787590563,7.771694183,-2.040016174,4.847010136,-0.331280023,0.383161902,-4.951459408,5.525585175,-4.094381809,3.517748594,0
2.37,2.37,1.034737037,10.66958721,0.014243429,0.04746465,0.032296428,0.355260703,1.530314593,-0.008626181,6.795809843,59.68226913,1.099405634,17.1603043,0.47464779,0.029449929,-459.2778931,93.92863464,14.27900219,32.46424103,18.5604763,8.260243416,-1.384218454,6.896327019,-0.518354654,7.316062927,-1.348600149,8.286764145,0.3865484,4.516846657,-1.170113444,2.238945484,-4.918771267,3.90743947,-4.663827896,3.392575741,0
2.38,2.38,1.26739565,2.739811603,0.023488961,0.056853623,0.031237082,0.187422494,0.572908615,0.246186011,1.041331657,8.593629224,0.830693512,17.67449369,0.483349025,0.347691417,-359.106781,92.4307251,10.55980301,29.37142944,21.73347282,5.005076408,1.916574717,1.562223911,1.258666277,6.103271008,2.396783113,3.720885754,1.734229803,2.728725672,2.027902126,-0.400684595,-0.609189689,5.087080002,-1.294469357,1.814746261,0
3.2,3.2,-0.717224505,5.242126767,0.026444614,0.086501396,0.051823149,0.207292594,1.479416778,0.39413088,4.528996167,23.67066844,3.571507487,21.68561207,0.399842471,0.151598141,-330.7115173,98.07491302,-1.307738662,28.51702118,14.17035866,-1.502631187,0.249331251,3.719154596,-2.161951065,11.28370285,1.935578704,6.498495102,-3.453845024,5.001272678,1.372089744,2.938630819,-2.341669321,6.479476929,-8.85094738,5.32275629,0
3.3,3.3,-0.682659108,6.879739229,0.020466189,0.097998029,0.061372426,0.429606982,1.017696127,0.33349213,2.940764634,18.31853029,3.392174153,21.72402445,0.403150797,0.138001025,-394.701416,97.69884491,4.288022995,19.84621811,11.20574284,-4.731333733,-0.420505792,4.493732452,-1.326314569,8.437966347,-1.961840153,4.811210632,0.503337622,4.095779419,1.567952752,2.711464643,-1.892933846,4.78216362,-2.623244762,3.870868683,0
3.4,3.4,-0.581798475,3.814253989,0.017992215,0.051391739,0.033346811,0.200080865,0.916427614,0.709142404,1.14891864,17.41212467,3.96734082,21.67341874,0.589678109,0.015748177,-392.6805725,96.71912384,7.090828896,31.29409409,20.8705883,10.12177753,4.329594135,17.14049721,5.077432632,14.05892658,-1.272028327,8.423391342,0.274413496,6.036944389,0.634275615,7.436685085,-5.03800106,4.620589256,-5.014114857,5.796453953,0
3.5,3.5,-0.735876636,2.093904969,0.04028418,0.074286426,0.053545329,0.160635986,1.010050091,0.751182688,1.14891864,10.10050091,4.36359082,21.82750433,0.481252611,0.069916718,-357.3919373,106.340271,7.732863426,30.91822052,15.86008072,1.519486666,-2.04211545,3.375957966,0.787553549,11.06009865,-1.897986293,4.882768631,0.450932682,6.531508923,1.262678742,6.531965733,-3.450298786,6.313212872,-6.469099998,2.852231026,0
3.6,3.6,-1.388842062,28.16128231,0.009486484,0.077120039,0.044195271,0.618733795,1.189021583,0.680663503,8.885686913,51.12792808,4.048084063,21.7863951,0.460526198,0.156549454,-377.578125,90.95101166,-0.477486581,27.67552567,14.13772869,-3.634512663,-2.61640811,1.458019018,1.583577633,10.38946724,-2.881085634,5.085109711,0.672639966,3.127244949,1.035283685,-0.139679626,-3.887779951,4.650504589,-4.509970188,2.521600246,0
3.7,3.7,-0.937047849,5.429097295,0.021467598,0.069057599,0.036970547,0.147882188,1.140918564,0.758157112,2.650163597,19.3956156,5.046983677,21.61374266,0.468776613,0.051954187,-437.4905701,87.70198059,4.754006386,24.86256599,14.8641634,1.874879241,-2.069164515,3.362918377,-2.185975075,10.24230003,-1.549019694,3.701973438,1.439241648,2.702553749,-0.080579169,0.837665558,-3.408600807,4.638646603,-3.055344105,2.907393694,0
3.9,3.9,-0.621756203,1.121783301,0.010467916,0.010467916,0.010467916,0.010467916,0.750020283,0.584377692,0.901520291,6.750182551,8.061983677,21.80008826,0.500700831,0.057600327,-435.8262939,81.90551758,2.144578934,24.41711235,13.99416924,4.829913616,3.077120304,8.922152519,4.646856785,12.8954525,1.028215408,5.443506241,-0.012407262,3.857429028,0.618662953,2.850236893,-4.607720375,5.425615311,-3.427870035,2.680615425,0
3.1,3.1,-0.815303518,0.640213766,0.042982575,0.042982575,0.042982575,0.042982575,0.975410448,0.676401354,1.221762633,4.877052238,6.67484082,21.8243454,0.482969165,0.099278778,-408.0950928,83.13433838,3.791151524,24.72916603,15.36643505,3.392773628,1.90423286,3.914990425,0.476761281,12.54232979,-1.141627073,3.598473787,1.352768779,4.159479618,1.187552691,-0.203861013,-2.507878304,4.305698395,-3.889921427,3.823163748,0
3.11,3.11,-1.07015332,3.824679523,0.008358877,0.047582507,0.026813546,0.187694825,0.892187365,0.652378335,1.128770302,20.52030939,4.566419767,21.70687581,0.40940845,0.15534474,-355.6461487,98.48745728,3.117316961,36.79312515,16.11512375,-3.141573429,-1.192696333,1.61196661,-1.920812488,14.54167843,-4.141509056,4.405653,0.857902944,4.073274612,-0.098957695,-2.7053864,-3.496834993,5.477064133,-5.51374197,3.937010765,0
3.12,3.12,-1.258777293,1.128025223,0.037891755,0.042287027,0.040089391,0.080178782,0.794215858,0.714566957,0.864517092,6.353726862,1.171507487,21.79035874,0.432171136,0.055799909,-393.1895142,101.5244904,11.15305424,33.44473648,17.85048866,3.809083223,-0.841934681,11.34208584,1.433554411,8.589248657,-2.139486551,6.403656006,-0.265279591,5.454115391,1.323680639,2.40064168,-5.052927017,5.505129814,-6.197396755,2.221382856,0
3.13,3.13,-1.753026353,9.652143417,0.03897905,0.138514313,0.065633764,0.459436348,1.008701333,0.31082525,1.994567658,21.182728,-0.001825847,21.81251011,0.423454016,0.089294039,-367.3832703,103.4477463,13.0026207,32.99299622,15.04735279,0.796821594,-1.002937198,4.287160397,-2.144669771,11.83946705,-3.781257153,5.697392941,2.421113253,3.849895477,1.218075633,1.641246438,-4.790400505,5.201987267,-5.858302593,2.95522213,0
3.14,3.14,-1.63544733,13.53647579,0.015106374,0.062865435,0.036467418,0.474076432,1.028108937,0.370495329,2.529467299,42.15246644,4.040674153,18.43149755,0.446574479,0.123036951,-344.3916931,105.0677719,6.111492157,27.70355988,16.11197281,2.412286997,1.215685368,5.401741982,-2.411016703,12.87173557,-0.458414108,5.012721062,0.731353581,5.490819931,-0.253513157,2.939633131,-4.803241253,5.678939819,-4.81421566,2.634365797,0
3.15,3.15,-1.613636824,5.30311214,0.011815519,0.023673424,0.017744471,0.035488943,0.948883161,0.370495329,1.845004991,18.02878007,4.64171582,20.70358915,0.352328718,0.263721555,-294.6820374,113.8636169,-17.83699989,26.09728622,15.77343464,-5.739179134,-2.291459322,0.34284988,-0.47488153,15.07779026,-10.22774887,1.7434479,-1.059782982,3.694398165,-0.294250637,-1.58851254,-3.834162235,13.63601303,-1.788537145,6.655292511,0
3.16,3.16,-1.506926095,9.701207924,0.00470592,0.007664944,0.00655718,0.039343081,1.066387946,0.687444193,1.610005619,59.71772495,9.928494666,16.28244333,0.397086054,0.285060197,-363.0661316,76.01998901,-13.02786732,31.56685448,11.18669128,-8.740790367,5.235132217,0.591594875,0.757475019,18.94094658,-5.142022133,4.440999508,-5.100687504,3.949151754,1.225317001,-5.053446293,1.19322598,4.523952961,-6.568110466,5.3873806,0
3.17,3.17,-1.545994521,12.84143177,0.011727916,0.051682007,0.025012476,0.550274468,1.067220049,0.602394957,1.958726863,65.100423,10.66247718,18.12503072,0.451908946,0.109738678,-378.2434998,88.26528931,9.214075089,26.50368309,16.23481178,1.897579432,1.13924098,6.358761311,-2.191774368,13.15090466,-0.786526561,4.727854252,-0.676566362,5.028847694,-0.855274916,1.253914595,-3.544476271,4.787260056,-5.143452644,4.077984333,0
3.18,3.18,-1.582523896,15.40162883,0.010801528,0.049585663,0.025699086,0.565379883,1.072086186,0.587477437,3.349543426,67.54142972,11.09974991,19.81046069,0.458791614,0.239099115,-346.0896606,102.0826874,-1.310129285,23.81257248,12.79230595,-1.73289001,-1.661439776,2.347809315,0.503133357,13.09570313,-2.69705987,5.27259016,-0.480852187,3.930425167,1.099014997,-0.781751394,-4.1033988,5.181407928,-4.698027611,2.808058023,0
3.19,3.19,-1.444506593,2.423172426,0.016716875,0.029721856,0.022986722,0.137920329,1.021879659,0.687444193,1.424408423,23.50323216,12.13084082,21.35301488,0.482177615,0.049602661,-365.2834778,98.30170441,16.2315979,40.80746841,19.89772415,7.909694195,2.213406563,8.886472702,3.543362141,10.10008907,-5.560606956,7.689008236,1.876786709,3.938692093,1.14525497,5.129659176,-5.171072006,5.652326107,-5.358272552,3.151056051,0
3.2,3.2,-1.610698759,12.09514287,0.0070039,0.015633875,0.011744197,0.082209377,1.040853801,0.587477437,3.349543426,46.83842105,11.75115661,20.88144043,0.405171454,0.074659668,-368.598999,122.7517929,6.27146244,36.04481125,20.09380531,7.176701069,8.731624603,11.42999363,-0.011991373,14.3946085,-1.819633365,3.581110001,-1.893150687,4.885038376,-2.976754189,0.971555412,-5.265106678,3.999784231,-5.680047035,2.585724354,0
3.21,3.21,-1.685884969,13.85835369,0.005378687,0.016103031,0.011751999,0.082263995,1.000725949,0.587477437,3.349543426,42.03048987,11.26255511,19.71006255,0.452513844,0.067258902,-373.0545959,105.2490692,18.9633503,37.00694656,15.31987762,8.605303764,3.023000717,11.66572285,0.08544565,11.71655083,-2.203619719,7.813856602,-0.646938026,3.582335711,0.51364398,5.274062634,-4.333191395,5.292080402,-5.83652544,3.960679531,0
3.22,3.22,-1.586681131,5.059699735,0.005404763,0.016123856,0.010428466,0.072999264,0.948791393,0.398974231,3.349543426,21.82220203,9.328729709,20.53794377,0.458724171,0.116770543,-342.735321,108.3038254,10.68410587,34.33169174,17.46813393,-1.559105515,-4.404732227,2.941583872,-1.32149899,11.94859982,-3.490458012,6.324998856,2.035078049,7.193068027,-1.271435499,0.321707338,-3.537875891,6.176156521,-5.986711502,4.337491989,0
3.23,3.23,-1.646209728,11.5897524,0.01373593,0.097407646,0.038296621,0.421262833,0.934372046,0.64734125,1.8382243,32.70302161,3.63984082,19.85977133,0.426929832,0.14466098,-356.2026672,99.4292984,9.880836487,32.9887085,19.36493874,-1.005330086,-0.068045452,7.389778137,1.164280295,10.15921783,-2.654956579,4.970512867,1.012204647,5.106620312,3.301072359,-0.640484989,-2.013774633,5.2417202,-6.183943748,3.197998524,0
3.24,3.24,-1.464773618,10.38074104,0.007874548,0.055006648,0.027688236,0.332258833,1.093308169,0.75273256,1.416465328,48.10555943,2.001251076,18.9352481,0.461612493,0.276968539,-327.4598694,107.6181717,-7.511665821,27.04685402,11.60159683,-2.397018671,1.051379204,2.96907258,-0.781707823,14.90557289,-3.306253672,4.825687885,-0.860091388,2.524047136,1.16923821,0.365816832,-3.510716915,3.952322245,-5.77942276,3.221399307,0
3.25,3.25,-1.502036569,8.515981851,0.008942897,0.05653906,0.033677301,0.303095713,1.109810198,0.861223614,1.416465328,33.29430595,1.72447045,20.06213401,0.530562162,0.014912847,-528.1829224,60.31708908,9.485584259,22.62200356,7.951305389,6.399130821,3.556723118,6.976183891,-2.564529896,4.166832924,-0.555005372,3.781140566,-0.2010331,4.774855137,-0.419985503,4.061969757,-0.991929531,3.17566824,-2.887069702,4.129484177,0
