filename,folder #,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,Label
3.3,3.3,-1.136212873,16.56390495,0.008452794,0.071488831,0.029688529,0.534393528,0.998516459,0.592514521,2.108483264,44.93324065,2.66984082,21.49847649,1
3.31,3.31,-1.043746815,11.10442158,0.010096464,0.061181872,0.029545759,0.413640632,0.969756182,0.187804144,3.59190469,40.72975963,3.122555106,21.43458019,0
3.32,3.32,-0.794737741,7.335477026,0.01684725,0.030512038,0.023679644,0.047359288,1.074220335,0.39413088,2.150136079,22.55862704,2.85484082,21.50068658,1
3.33,3.33,-0.186829661,20.35389187,0.017025607,0.084874818,0.039288143,0.667898428,1.057984194,0.587671171,1.610199353,47.60928874,6.126379281,21.24617941,1
3.34,3.34,-0.359237389,14.91083686,0.024126474,0.08105134,0.050140984,0.501409843,1.117612433,0.275953125,3.053905304,35.76359784,6.712988968,21.80937589,1
3.35,3.35,-0.296871058,16.46586248,0.007983185,0.074852225,0.028032669,0.504588042,0.980840536,0.382313105,2.092790808,48.06118624,6.649491983,21.60440089,1
3.36,3.36,-0.099451183,8.533499706,0.013781257,0.091468225,0.029792889,0.387307562,0.857092235,0.334654535,2.092790808,34.28368942,5.90544688,21.27494578,1
3.37,3.37,-0.235685235,4.090412782,0.011276284,0.074911208,0.045576189,0.227880946,1.377563536,0.438108504,3.791257002,20.66345304,3.40484082,21.39086848,1
4.1,4.1,-0.837813008,0.041850542,0.000723839,0.003370267,0.001950248,0.005850745,0.315331705,-0.006492956,0.706981654,7.567960923,0.573561751,99.33987141,1
4.2,4.2,-1.026965869,2.708864793,0.013858371,0.067275504,0.040566938,0.081133876,0.856637761,0.078642565,2.687577261,14.56284194,-3.384438249,98.52473654,1
4.3,4.3,-0.660482917,0.447425637,0.003614257,0.003614257,0.003614257,0.003614257,0.690775373,-0.263492494,4.403031472,11.05240597,-7.826438249,98.67137654,1
4.4,4.4,-0.549581833,-0.031526174,0,0,0,0,0.513488614,0.398299014,0.800613028,5.134886142,-10.55310492,99.8810232,1
4.5,4.5,-0.59005417,4.409287606,0.008118275,0.060745534,0.029021884,0.145109418,1.291593187,-0.096230398,14.9860317,73.62081164,-15.34838269,95.68870376,1
4.6,4.6,-0.016497854,6.321560567,0.006162295,0.055699843,0.023955132,0.191641053,1.328890872,0.123245791,9.167257742,77.07567057,-19.39393825,99.71149961,1
4.7,4.7,0.456121551,0.300295812,0.000737491,0.000756111,0.000746801,0.001493602,0.468880821,0.019171598,1.727368935,14.53530545,-18.49043825,99.99388724,1
4.8,4.8,0.556963899,0.818530674,0.00758086,0.050276633,0.022814599,0.068443796,0.529497986,0.136697557,2.309334829,16.94393556,-17.74693825,99.5737654,1
4.1,4.1,0.852762188,1.007152743,0.008119143,0.008119143,0.008119143,0.008119143,0.53621502,0.129971674,2.885105831,16.08645059,-16.95048587,97.31827082,1
4.14,4.14,0.244549124,4.329207273,0.013284811,0.045489769,0.029027542,0.203192794,1.089308126,-0.04543228,9.493463077,58.82263881,-13.70083219,98.88877275,1
4.15,4.15,0.435568158,-0.073076924,0,0,0,0,0.493700358,0.086784424,1.132128271,3.949602862,-16.12143825,100.0973099,1
4.16,4.16,0.475127949,0.783614755,0.03666206,0.047438622,0.042050341,0.084100683,0.533627138,0.168910998,2.221013363,10.13891562,-16.39374594,100.0827073,1
4.17,4.17,0.586349853,1.30418731,0.005108284,0.005108284,0.005108284,0.005108284,1.231267373,0.25227655,9.253278248,41.8630907,-15.31583825,100.0736175,1
4.18,4.18,0.259221,11.37716729,0.030715074,0.09584912,0.065414284,0.327071421,0.789816216,-0.253226672,5.476517831,39.49081079,-6.735983704,76.68316555,1
4.19,4.19,0.464201526,-0.215103325,0,0,0,0,1.009447277,-0.015342803,5.30960973,8.075578215,1.114561751,100.0136299,1
4.2,4.2,0.576455919,0.728761416,0.108454691,0.108454691,0.108454691,0.108454691,0.306113115,0.176344869,0.395821057,1.836678691,2.026061751,100.0725349,1
4.21,4.21,0.673864009,0.057329661,0,0,0,0,0.810782306,0.059880891,3.233435782,8.918605368,2.918561751,100.0792456,1
4.28,4.28,0.901958655,24.48319419,0.015819372,0.152803548,0.083568933,0.417844667,1.75785858,0.232983885,6.889307298,80.86149466,-0.344771582,99.92234844,1
4.3,4.3,1.764937461,3.810060075,0.008247123,0.013562888,0.010905006,0.021810011,2.487022044,0.503612186,5.026945638,24.87022044,-1.951938249,99.9401654,1
4.31,4.31,1.742345699,0.926236662,0.002114139,0.011316352,0.006453059,0.045171412,0.781666662,0.233691873,3.709911508,35.95666643,1.593918894,95.98760074,1
4.37,4.37,0.760460529,7.847073612,0.009183428,0.057688453,0.030478229,0.33526052,0.968074648,0.02536649,4.288337464,53.24410561,-17.09899922,97.26301597,1
