filename,folder #,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,Label
DS250022Q38.wav,17,0.433506668,0.226328999,-372.9950256,132.978714,-6.160907745,23.41249084,5.89730978,3.759637356,-24.79959297,-14.24113846,-10.12374306,-5.192419052,-2.281613588,-7.929255962,-3.752720356,-8.18066597,2.125802994,-8.54987812,-8.47355175,-3.673960924,-2.200646877,-4.092416286,0.499419809,0.034105312,0.000400917,0.002505035,0.001452976,0.002905951,0.991776981,0.436685207,1.922964145,15.86843169,0.861255546,8.64503198,high
DS250016Q1.wav,21,0.368964046,0.2547279,-407.2969971,133.221817,16.24472237,26.31023979,3.805576086,-3.402573824,-20.03603935,-9.511702538,-19.94249535,-9.59368515,-1.117065907,-7.518640041,-3.230936766,-8.6202631,-2.571009874,-10.14383793,-2.065922022,-1.267142773,-3.252882957,-1.816973686,0.301884921,1.0134143,0.019948758,0.055320598,0.035169814,0.105509442,4.633013456,1.494493852,7.080855158,18.53205382,-9.593022508,114.3698788,neutral
DS250016Q2.wav,21,0.361670375,0.104683816,-401.4424133,150.2852631,-2.67166996,33.91038513,-19.01036835,8.126851082,-19.1132412,-4.129002571,-19.89938164,-13.24403191,-4.928911209,-9.515686035,3.567122221,-10.44056511,1.968564272,-12.68713474,-2.664654255,-2.382892132,-3.577110052,-0.849721193,-0.440384673,13.88423991,0.053785295,0.074260216,0.06416683,0.192500491,0.500907036,-0.046270466,2.513544984,11.0199548,-9.527129651,113.7157043,neutral
DS250016Q3.wav,21,0.451464593,0.036241021,-499.958313,135.3642883,0.301018983,40.73107529,-6.421327591,14.9254446,-17.32230949,4.694642067,-12.38198757,-9.750084877,-6.564575195,-8.085544586,1.547516465,-12.49961281,0.300007403,-12.94987774,-1.000272393,-4.875682354,-3.228437662,-2.455564976,0.105473456,3.135295156,0.014589322,0.108704693,0.04812768,0.14438304,0.860486647,0.080453071,4.403318389,13.76778635,-8.949725805,113.8087937,neutral
DS250016Q4.wav,21,0.420828402,0.048487432,-497.2033081,125.25914,-7.098633289,24.5365181,-21.95211983,15.8506012,-19.58089447,6.031816006,-17.70987701,-2.359858036,-0.42838344,-0.870773494,0.856559098,-12.00433064,0.635541558,-15.08789063,0.882003784,-8.94101429,-0.3272295,-5.82110548,-1.548181442,20.58808428,0.149161473,0.149161473,0.149161473,0.149161473,1.848696525,0.387082482,3.645331592,11.09217915,-9.187546318,113.0890693,neutral
DS250016Q5.wav,21,0.401285231,0.099760666,-407.0428467,121.6047516,1.192899108,30.54590988,-9.905262947,7.375107765,-24.42871475,-1.909945846,-18.51984215,-6.543982983,-5.40451622,-6.86837101,-1.184498072,-9.860538483,0.052237522,-13.03455257,1.046641707,-5.622131824,-2.258434772,-3.393200874,-0.461550835,22.99077251,0.021861611,0.218207319,0.063214969,0.505719755,4.637341445,3.477059354,6.032581439,18.54936578,-2.420324095,109.4245819,neutral
DS250016Q6.wav,21,0.39508301,0.048597615,-452.3722839,129.1093292,12.43747616,43.56028748,-10.13742638,7.686775684,-18.67261887,-0.752078772,-23.18571472,-6.335979462,-6.182601452,-9.992208481,0.19261837,-9.335348129,0.444999158,-10.87518597,1.289285064,-7.205165863,-0.294460446,-4.791564465,-0.900710733,27.14679023,0.014851474,0.017165591,0.016008533,0.032017065,0.708532752,0.011343732,5.235954351,53.84848917,4.139873774,103.525539,high
DS250016Q7.wav,21,0.447045326,0.031227853,-484.3231812,127.9850616,13.3000536,35.5294838,-4.683119297,10.67596912,-13.04000473,-0.646182537,-15.17128754,-7.642958164,-3.113552094,-9.818413734,0.857930243,-9.892463684,-0.731346428,-9.354809761,-1.360527992,-5.164524555,-4.453378201,-2.621575594,-2.653947305,154.9569326,0.194668054,1.180832808,0.442579239,2.655475436,1.114821825,0.047768093,6.104045204,50.16698211,-10.97837965,109.5497048,neutral
DS250016Q8.wav,21,0.393601626,0.069320954,-455.5940857,122.8616638,6.748222828,30.54848862,-6.920637131,3.800583839,-19.88559723,2.295588017,-20.10247612,-4.063291073,-1.554963231,-7.356054306,-0.516478181,-10.28192043,-0.993321776,-10.71362495,1.683633924,-6.787703991,-1.938435435,-2.537139177,0.557584392,7.339453413,0.011053573,0.093601549,0.028390917,0.255518257,0.886657135,0.064941556,10.27788918,35.46628538,0.483370349,94.6733468,high
DS250016Q9.wav,21,0.401291728,0.087621987,-447.0647888,129.5757446,12.05659962,28.83174133,-8.74765873,4.999629974,-20.47214699,-0.746810675,-20.03215027,-3.634103537,-2.815645456,-7.346883297,-1.124203086,-9.547482491,0.369389176,-10.75034904,0.227064952,-7.318877697,-1.151065946,-2.886778116,0.736983144,7.868614932,0.022868617,0.166638424,0.053860052,0.323160311,0.975020834,0.042920744,5.050370154,39.00083335,-0.343717489,95.76465189,neutral
DS250016Q10.wav,21,0.470690846,0.091224983,-409.9186096,129.1659088,-11.19196987,27.94329834,-21.67730904,13.06661797,-22.04530334,4.675250053,-21.28552628,-2.978976488,-2.253615856,-4.984590054,3.991747618,-11.6591835,0.028828982,-12.99407196,2.135205507,-8.814598083,-0.836200655,-4.720077038,-0.263547331,31.6936606,0.020501312,0.186567135,0.072816797,0.873801568,1.321622847,-0.331017562,4.951207255,51.54329105,-19.14166912,65.89809382,high
DS250016Q11.wav,21,0.4066872,0.073717989,-409.1912842,137.3158569,8.120686531,43.2722435,-18.26217651,15.22248459,-27.16643143,-3.407863379,-22.56113625,-6.613313675,-2.761950016,-5.468358517,-0.104432397,-14.12350082,2.446028233,-11.24264431,1.674277186,-8.99677372,-2.632040262,-3.964390755,-2.538996066,97.06878184,0.122133068,0.643164898,0.305108896,0.915326688,3.712585089,1.04812231,5.474166902,18.56292544,-42.75721298,99.03000793,neutral
DS250016Q12.wav,21,0.379588723,0.128599018,-418.2214355,145.4684296,12.53031445,35.43356705,-13.65407562,5.85007906,-22.78724861,-1.685040832,-21.65213013,-6.074006081,-4.350192547,-8.377429008,0.900537968,-11.31197739,-0.553681672,-12.14402199,0.761280954,-6.440694809,-1.60350585,-2.930943966,0.216043899,2.959433424,0.02930183,0.059027243,0.041966382,0.125899145,1.433174894,0.138067269,4.589456568,5.732699577,-47.03497056,114.4841935,neutral
DS250016Q13.wav,21,0.410718083,0.048514329,-444.2052612,137.3473053,5.862020969,41.14159775,-9.119634628,16.3458519,-27.15790939,-0.301244766,-20.36913872,-3.084878206,-3.399449348,-9.870129585,-0.550736725,-12.63619614,2.108743668,-12.26611423,1.351028085,-7.547332764,-0.949265003,-3.863002539,-3.306382451,101.2378603,0.076620971,0.647354364,0.350465016,1.401860062,1.213619505,0.061756155,7.214364983,32.76772665,-39.08587965,77.46431864,high
DS250016Q14.wav,21,0.405587047,0.151815042,-429.8110962,116.1929016,20.77207565,16.71614265,-4.825842381,-0.722635388,-11.72470093,-5.777930737,-15.31615162,-4.91775322,-1.484773159,-4.373438835,-0.714952946,-7.823712349,-4.489537716,-7.876048088,-1.45481503,-5.618178844,-4.841264725,-3.599508762,0.917683595,2.839262612,0.010581724,0.010581724,0.010581724,0.010581724,0.306543177,0.065495539,1.124710415,5.21123401,-22.75462965,111.4770243,neutral
DS250016Q15.wav,21,0.520232618,0.035302639,-462.9294434,131.7356873,-7.215327263,35.77762985,-14.59695435,15.92076111,-20.0264225,3.415018797,-15.2881794,-6.497313023,-0.484044522,-7.629058838,4.888901711,-12.10763168,1.810001493,-12.60983372,-0.6932078,-6.359897137,-6.013884068,-3.959730864,-1.320908265,16.10116747,0.064009442,0.176674762,0.120342102,0.240684204,1.462986087,0.271992581,2.653979593,2.925972174,-20.75087965,114.0537637,low
