folder #,filename,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
4.3,6-03.wav,-0.66048,0.447426,0.003614,0.003614,0.003614,0.003614,0.690775,-0.26349,4.403031,11.05241,-7.82644,98.67138,0.420101523,0.563707352,-231.811,91.36087,7.48403,36.24433,26.90996,11.8285,-7.77076,1.776976,1.608561,11.89012,-5.98841,2.754414,1.936481,2.934408,-0.2002,3.83594,-7.86415,3.512512,-9.01797,2.965655,1
4.4,6-04.wav,-0.54958,-0.03153,0,0,0,0,0.513489,0.398299,0.800613,5.134886,-10.5531,99.88102,0.514314592,0.381495863,-259.471,108.2135,7.384251,33.81448,24.67349,9.659936,-11.0036,-3.6721,3.674756,10.29315,-0.24271,8.792062,-0.49701,5.486099,1.586471,1.992827,-7.41901,2.152897,-9.0679,3.859805,1
4.5,6-05.wav,-0.59005,4.409288,0.008118,0.060746,0.029022,0.145109,1.291593,-0.09623,14.98603,73.62081,-15.3484,95.6887,0.462552249,0.416962653,-265.413,109.5087,8.766571,33.38818,18.57346,11.87453,0.083063,6.074637,0.740461,8.899251,-0.59805,5.823076,-4.37278,1.354615,-2.22121,2.326682,-8.42624,2.336647,-5.93222,3.235444,1
4.6,6-06.wav,-0.0165,6.321561,0.006162,0.0557,0.023955,0.191641,1.328891,0.123246,9.167258,77.07567,-19.3939,99.7115,0.475059927,0.331645399,-282.148,108.5839,13.33756,38.60688,24.53033,12.44261,1.576983,4.083988,-1.63476,11.0491,-3.04891,2.657009,-0.80705,3.885412,-1.21521,2.326289,-7.72317,3.517564,-6.75677,2.844293,1
4.7,6-07.wav,0.456122,0.300296,0.000737,0.000756,0.000747,0.001494,0.468881,0.019172,1.727369,14.53531,-18.4904,99.99389,0.438985109,1.203864694,-229.511,104.6861,6.124123,33.03399,18.06732,6.583409,-3.20773,1.971041,-1.56265,12.67921,-0.38213,2.932783,-0.15147,4.370864,-0.32673,-0.22545,-8.9995,3.693431,-7.22873,0.36104,1
4.8,6-08.wav,0.556964,0.818531,0.007581,0.050277,0.022815,0.068444,0.529498,0.136698,2.309335,16.94394,-17.7469,99.57377,0.411095381,0.492435962,-273.951,106.581,16.77728,45.27672,25.09265,4.944116,-3.09914,4.608603,-4.46471,6.547127,-1.71313,3.446709,-0.97295,2.947515,-1.39291,1.68616,-8.06381,4.331629,-6.69564,1.443468,1
4.1,6-10.wav,0.852762,1.007153,0.008119,0.008119,0.008119,0.008119,0.536215,0.129972,2.885106,16.08645,-16.9505,97.31827,0.459600776,0.533902943,-260.429,98.12143,15.58638,37.82747,20.31646,13.3575,5.211741,4.830327,-3.88706,8.214783,-1.79359,1.409469,-2.23046,1.511257,-1.24628,0.363179,-7.18975,3.163164,-6.46638,2.276764,1
4.14,6-14.wav,0.244549,4.329207,0.013285,0.04549,0.029028,0.203193,1.089308,-0.04543,9.493463,58.82264,-13.7008,98.88877,0.478051931,0.299213201,-290.48,112.4267,12.91647,37.53215,20.94962,11.44903,4.544697,6.531262,-3.23584,10.19153,-1.18358,4.945109,-2.38387,3.143252,-3.32966,1.62748,-7.81456,1.377466,-6.23164,4.060249,1
4.15,6-15.wav,0.435568,-0.07308,0,0,0,0,0.4937,0.086784,1.132128,3.949603,-16.1214,100.0973,0.34310165,1.502592325,-263.688,117.1102,10.23421,51.36823,24.21876,-4.03316,-0.6699,0.23606,-4.85571,4.742575,-7.3128,4.013847,-0.49835,-3.68564,-10.1904,-6.16832,-9.54372,-1.0907,-13.939,1.764718,1
4.16,6-16.wav,0.475128,0.783615,0.036662,0.047439,0.04205,0.084101,0.533627,0.168911,2.221013,10.13892,-16.3937,100.0827,0.413225502,0.471745133,-263.151,106.348,14.37753,35.68241,17.53547,10.39979,1.449467,1.910406,-2.57123,9.795027,-1.5995,2.267157,-1.42885,2.293123,-1.69403,-0.93732,-8.392,3.431348,-6.09794,2.569886,1
4.17,6-17.wav,0.58635,1.304187,0.005108,0.005108,0.005108,0.005108,1.231267,0.252277,9.253278,41.86309,-15.3158,100.0736,0.444546461,0.32877779,-288.61,109.8198,17.98686,42.38792,21.73878,11.21464,2.728157,3.84613,-5.03827,6.986507,-1.59272,3.320424,-2.40459,2.563967,-2.3226,0.751839,-7.68978,4.031567,-6.17915,3.053972,1
4.18,6-18.wav,0.259221,11.37717,0.030715,0.095849,0.065414,0.327071,0.789816,-0.25323,5.476518,39.49081,-6.73598,76.68317,0.496199697,0.633752108,-317.66,113.2034,23.90667,40.36979,23.63625,14.79593,5.806379,7.149778,-2.11974,7.413264,-3.03719,2.891492,-1.2566,0.415537,-3.20758,-0.38037,-7.26015,0.886547,-7.92821,2.700608,1
4.19,6-19.wav,0.464202,-0.2151,0,0,0,0,1.009447,-0.01534,5.30961,8.075578,1.114562,100.0136,0.532945037,0.011659757,-418.289,104.9363,14.10318,37.70049,26.0749,13.69266,2.284018,5.764674,-1.92672,12.15554,-2.27647,4.038915,-1.72041,3.16961,-3.75174,2.346215,-9.86697,2.54126,-6.20993,4.83099,1
4.2,6-20.wav,0.576456,0.728761,0.108455,0.108455,0.108455,0.108455,0.306113,0.176345,0.395821,1.836679,2.026062,100.0725,0.594705522,0.154321849,-247.8,84.14723,7.617555,34.20678,23.80492,18.01327,-3.2848,7.065166,4.682843,11.87034,-3.57012,2.363219,1.436914,-0.13561,-3.2513,5.134657,-8.44167,5.159374,-7.36463,2.946031,1
4.21,6-21.wav,0.673864,0.05733,0,0,0,0,0.810782,0.059881,3.233436,8.918605,2.918562,100.0792,0.472476214,0.475921065,-267.81,114.3938,11.3404,41.00553,16.68216,5.421133,1.944902,1.98817,-3.04504,8.136092,-2.84104,0.69618,-3.21239,3.456231,-1.20781,1.225737,-7.74178,1.841813,-7.65524,1.92409,1
4.28,6-28.wav,0.901959,24.48319,0.015819,0.152804,0.083569,0.417845,1.757859,0.232984,6.889307,80.86149,-0.34477,99.92235,0.435623229,0.495319515,-268.772,111.3158,12.37537,42.5919,21.45131,7.852836,1.425342,2.259411,-4.72287,7.749412,-3.50403,1.863855,-1.76222,2.049244,-1.8446,1.570101,-7.84387,3.290931,-6.45232,2.979854,1
4.3,6-30.wav,1.764937,3.81006,0.008247,0.013563,0.010905,0.02181,2.487022,0.503612,5.026946,24.87022,-1.95194,99.94017,0.513331175,0.336689353,-246.577,95.74886,6.2974,32.66628,14.67678,14.71361,6.665118,6.821432,-1.64093,10.77116,-3.6184,1.997743,-2.72204,0.917053,-2.17141,3.37274,-8.14569,3.346019,-5.9991,3.7553,1
4.31,6-31.wav,1.742346,0.926237,0.002114,0.011316,0.006453,0.045171,0.781667,0.233692,3.709912,35.95667,1.593919,95.9876,0.432140529,0.649680734,-253.391,101.7381,16.88591,43.06472,16.35554,7.581967,3.429251,4.679095,-5.35614,6.479338,-5.09304,1.478109,-0.52367,0.872451,-2.17528,1.235518,-6.71797,4.034147,-7.00114,3.369617,1
4.37,6-37.wav,0.760461,7.847074,0.009183,0.057688,0.030478,0.335261,0.968075,0.025366,4.288337,53.24411,-17.099,97.26302,0.423816383,0.5798195,-266.915,109.7164,12.78292,45.21875,21.50541,5.987589,-0.0441,1.697006,-4.4527,8.736625,-3.72914,0.536683,-0.29991,0.042647,-2.5673,1.190701,-5.43292,4.420636,-8.01589,1.603986,1
4.38,6-38.wav,1.009857,6.812757,0.021659,0.173824,0.074616,0.223847,1.700908,0.041473,4.734016,27.21453,-14.8522,99.68103,0.427172691,0.630944788,-259.151,107.3479,10.14339,45.67419,19.53388,6.621774,0.717538,1.956068,-2.57049,8.37504,-4.76559,2.033736,-1.68112,1.065526,-2.03204,1.602675,-5.9123,5.213145,-7.70303,2.101898,1
5.5,7-05.wav,-0.36443,5.966926,0.015268,0.119974,0.049012,0.196047,2.263251,0.495122,4.435592,9.053005,-12.3191,67.86826,0.490042329,0.071455933,-360.898,103.3791,15.60437,29.35632,18.95708,18.2939,1.037758,3.22051,-1.81968,10.08506,2.657749,6.489028,4.229262,3.16868,-0.65673,1.841651,-6.22126,3.359494,-4.2934,4.384147,1
5.6,7-06.wav,-0.42115,6.942346,0.006016,0.04277,0.021873,0.196854,1.878018,0.113357,5.386356,46.95046,-12.1666,67.47296,0.528164864,0.028313359,-410.071,121.2752,19.99452,27.4592,21.99819,13.38802,2.959961,4.774919,-0.86442,11.70664,4.299197,9.076919,2.430384,2.176592,-1.63424,1.2307,-8.94683,2.900603,-4.41867,5.481361,1
5.7,7-07.wav,-0.26382,3.365123,0.005527,0.046051,0.020345,0.142412,2.324531,1.328911,4.127917,11.62265,-5.89736,63.15838,0.541623354,0.024935467,-393.718,111.9681,16.59332,33.97567,19.75356,15.574,-0.52439,1.369528,-3.69663,12.8624,2.49546,8.917918,3.51325,3.804619,-0.61362,4.080135,-8.39277,2.782892,-4.99484,3.926816,1
5.8,7-08.wav,-0.06476,0.502173,0.001763,0.015886,0.006607,0.046246,0.641847,0.004776,7.810713,29.52495,-2.28673,68.50877,0.534778118,0.040711198,-394.025,115.4343,17.92218,32.41277,20.48566,14.50958,3.024139,4.41677,-1.22982,9.865296,3.642962,8.317918,2.219649,2.221806,-0.06441,2.984678,-8.73747,1.939506,-2.90044,4.143871,1
5.11,7-11.wav,0.524714,0.689835,0.002789,0.010865,0.005251,0.042008,0.466931,0.031602,5.184889,15.40871,-2.03796,68.62942,0.49826774,0.044031229,-371.887,123.4981,10.92534,29.85112,17.21339,15.4617,-6.5745,1.535282,-6.38548,12.05993,6.81532,10.21323,2.06342,4.880309,0.192617,2.674405,-10.0108,2.534488,-5.15075,4.731099,1
5.12,7-12.wav,0.543666,0.892108,0.001592,0.003533,0.002825,0.0113,5.105871,4.501653,5.71009,10.21174,-4.07588,68.11112,0.499549985,0.026612632,-397.201,122.8742,17.56489,28.81608,19.6688,17.15762,-0.75651,0.341191,-6.24441,11.70684,4.090027,9.242699,1.878615,5.939262,-1.62726,2.411299,-7.76102,2.099161,-5.62061,5.469475,1
5.17,7-17.wav,0.837093,1.076423,0.001468,0.002058,0.00171,0.005131,0.601382,0.048938,4.508405,23.45389,-16.816,51.55675,0.504429817,0.043483794,-403.648,124.1652,17.27533,30.16817,22.0545,9.961928,-1.93125,4.143698,2.494053,13.82017,2.912267,9.350742,4.399653,0.276198,0.00337,5.768916,-6.00637,2.714819,-3.08928,2.277739,1
5.18,7-18.wav,0.740033,3.336573,0.002842,0.022676,0.011948,0.119482,0.923414,0.079596,3.911668,41.55364,-22.613,64.50142,0.484251767,0.091065511,-385.706,112.6832,23.03494,26.32124,22.44005,9.525078,-0.57991,0.714233,3.027563,9.721948,3.722937,5.657253,5.415881,-1.5606,1.222145,3.738333,-3.4348,0.51935,-0.42549,0.183062,1
5.19,7-19.wav,0.879291,0.088708,0,0,0,0,1.68522,0.498225,3.831191,6.740878,-15.3288,67.74264,0.460209042,0.029487005,-422.538,124.6795,23.446,40.77493,22.26241,9.33186,-1.1133,6.991402,-1.32357,11.93943,-0.34781,7.963128,-0.06083,-0.15412,-3.41502,3.096666,-7.71407,4.522764,-4.87958,4.132161,1
5.2,7-20.wav,0.831628,0.292516,0.005547,0.014673,0.011788,0.047153,0.95757,-0.02971,2.356138,15.32113,-11.3138,65.54765,0.596639514,0.009353978,-448.228,97.57359,21.95417,41.70419,26.90624,23.01396,5.748208,11.07905,4.28547,13.67057,-3.12923,8.725379,-0.38945,3.008723,-1.4268,3.689121,-5.52357,6.463265,-3.77018,5.617105,1
5.21,7-21.wav,0.528741,4.728638,0.007067,0.063623,0.021872,0.196847,1.773122,0.250405,9.30219,37.23557,-1.25974,50.2475,0.591546834,0.021992672,-440.133,112.9826,27.3949,37.92145,19.29744,19.58865,8.364044,9.177335,-1.90727,9.598238,2.259804,9.781171,-2.10696,5.064996,-0.90628,1.844234,-6.07471,7.789167,-3.99506,2.238183,1
5.24,7-24.wav,0.76968,2.222348,0,0,0,0,2.474162,0.877253,3.813124,9.896648,-10.0685,66.06976,0.601384997,0.01398393,-435.539,103.335,22.70084,37.97423,24.43537,19.21755,6.363379,11.83571,-0.63678,9.81053,-2.87049,7.757964,1.365369,1.40213,-2.87651,4.487421,-6.50672,5.374674,-4.09637,3.737391,1
5.28,7-28.wav,0.655157,12.0469,0.014638,0.014638,0.014638,0.014638,2.271897,-0.14906,8.522965,84.0602,4.282489,-17.1809,0.475272328,0.063149102,-383.907,120.2723,18.25434,29.81279,25.74376,7.729741,-2.58049,0.411905,-0.89919,9.646452,3.150877,6.154567,3.555207,-1.92822,1.79519,1.788874,-5.95298,1.510862,-2.67096,0.834238,1
5.3,7-30.wav,0.777171,3.48624,0.00271,0.004306,0.003304,0.013217,0.47787,-0.40181,3.3757,25.805,-5.576,54.48774,0.49936834,0.065066509,-382.753,122.2457,16.49617,32.01727,24.3666,6.299124,-3.39304,2.764022,0.383026,8.745896,1.353631,8.062246,4.732639,-1.40353,1.176659,3.68823,-5.61234,2.337535,-3.64366,1.212946,1
5.31,7-31.wav,0.838695,3.329953,0,0,0,0,4.747282,2.39957,6.09368,14.24185,5.701853,58.20112,0.467852801,0.06730517,-373.076,125.4755,14.95001,27.02151,18.13388,9.198637,-2.98452,-1.00265,-2.27605,8.956435,1.938819,10.72603,2.007776,-2.72979,2.510855,4.74328,-6.41563,2.978585,-4.25474,0.443972,1
5.32,7-32.wav,-0.1837,31.78284,0.041725,0.219975,0.117192,0.585961,6.977715,4.712062,9.389236,20.93314,13.69728,66.03605,0.465986788,0.041165374,-379.33,125.6919,13.14745,29.79874,21.0743,6.645772,-4.99373,3.556018,-1.08302,10.41615,1.989919,11.55198,3.104124,-1.3745,-0.01901,3.123143,-6.91278,3.282482,-7.04107,1.7478,1
5.34,7-34.wav,0.922727,33.86731,0.016582,0.156063,0.050578,0.809256,0.832495,-0.03939,4.77867,79.08703,6.461457,63.08925,0.503548324,0.064667039,-375.865,120.6967,17.24729,31.44584,21.07474,6.790342,-4.29734,2.473593,-0.98557,8.647388,1.060567,8.444829,3.358134,-0.02861,3.287839,4.134671,-5.58121,3.8112,-2.86803,1.424655,1
6.1,8-01.wav,0.029498,-0.00557,0,0,0,0,1.146961,-0.7036,4.867487,5.734806,-2.47864,23.71317,0.560267806,0.017643752,-588.738,60.0742,7.930144,22.77832,10.08428,7.296506,3.196045,1.559506,-1.91503,3.237624,-1.50896,4.331543,-3.07746,1.479139,1.79339,0.218809,-2.68056,5.588899,-4.12704,2.902639,1
6.5,8-05.wav,0.190196,0.135833,0,0,0,0,0.359098,0.217512,0.509353,7.18195,-7.58899,22.30978,0.464799017,0.078185305,-473.476,89.42737,9.348126,22.80681,7.262067,4.763514,5.497939,-3.13564,-10.9156,4.852458,2.568593,5.408542,0.455237,0.904617,-2.45023,1.34531,-4.91974,3.587875,-2.96241,1.933869,1
6.6,8-06.wav,0.362743,1.609768,0.002846,0.023464,0.009158,0.073264,0.648491,0.001845,6.476898,23.99418,-9.53407,23.44075,0.453615278,0.065544009,-496.972,82.99345,8.022107,20.21779,8.859835,5.775662,1.327543,-3.90212,-10.401,3.491599,2.961391,3.874117,-0.54728,1.857241,-1.68321,1.84131,-4.87695,2.423559,-2.87134,1.554135,1
6.7,8-07.wav,0.365472,1.054988,0.002344,0.014662,0.007859,0.06287,0.515765,-0.09284,2.03733,18.05178,-7.69356,19.78723,0.451613247,0.076300398,-485.147,75.15736,5.746805,19.41156,7.756126,3.391565,0.160204,-4.17415,-8.82377,2.486668,3.964951,3.742788,-0.31645,2.189715,-1.5957,1.383841,-3.59846,1.901032,-1.55995,1.130269,1
6.11,8-11.wav,0.419768,0.563125,0.002993,0.002993,0.002993,0.002993,1.446089,0.537991,4.553631,7.230443,9.19164,23.73944,0.457845002,0.0892305,-374.348,128.1251,16.96552,32.63159,14.03642,9.401886,1.978005,-5.82762,-15.812,5.105423,6.965794,7.818715,-3.38477,2.928746,-2.10478,4.004923,-6.30089,4.178425,-4.28139,3.496675,0
6.12,8-12.wav,0.493364,0.232693,0,0,0,0,0.692029,0.110166,3.300156,10.38044,9.891555,23.46566,0.490186065,0.018513808,-597.028,56.90614,7.808629,17.01582,4.907806,7.314042,0.918422,-4.69533,-8.52855,5.775878,0.789184,4.846957,-2.04682,2.332302,-0.23376,1.655222,-3.19563,3.513453,-2.73198,2.489628,0
6.17,8-17.wav,0.440927,3.426102,0.003807,0.035794,0.014479,0.144785,1.313477,0.279075,3.877993,53.85254,-1.2528,21.27086,0.444159865,0.078664698,-407.422,114.9539,13.00736,33.51693,19.03286,10.61045,0.259773,-5.60454,-10.8456,5.50633,6.55127,5.877929,-1.52149,3.772364,-2.16799,2.000507,-6.88191,3.389489,-2.54743,2.738151,1
6.18,8-18.wav,0.626443,0.552902,0.002378,0.013896,0.009371,0.037483,1.455311,0.504677,3.807274,18.91904,-6.25697,23.68378,0.436109334,0.11140617,-415.769,110.2702,8.268925,27.99496,14.42477,7.926587,3.385982,-7.361,-12.612,4.869586,3.609951,5.554741,-0.43105,2.544384,-0.63003,-0.19032,-5.45017,3.668604,-4.21717,2.162834,1
6.19,8-19.wav,0.595668,0.252065,0.015073,0.019021,0.017047,0.034093,2.235982,0.837625,4.37537,6.707945,-6.17814,23.74099,0.495679379,0.091499306,-393.541,156.2147,32.14125,36.60591,-4.87003,-8.66468,5.652525,2.506657,-18.1133,6.387619,-1.87787,7.562539,8.734964,8.190784,-3.1757,2.015568,-7.57343,4.025905,-8.07313,1.801397,1
6.2,8-20.wav,0.625248,0.054453,0.001491,0.001491,0.001491,0.001491,0.52601,0.387785,0.608516,2.10404,-6.31947,23.73363,0.473139882,0.07118383,-434.447,127.0648,15.82699,23.79218,12.32087,9.464235,2.766855,-2.82098,-10.9596,5.27162,3.217357,7.211056,0.943347,4.879741,-2.27747,1.463221,-7.25852,2.659629,-3.82461,4.695277,1
6.21,8-21.wav,0.647885,0.258462,0,0,0,0,1.246164,0.94653,1.545798,2.492328,-6.80364,23.71058,0.472708076,0.046220928,-613.138,56.76923,7.551006,19.55585,8.317441,4.868252,5.260037,-2.09525,-4.34059,4.351319,-0.38749,4.102314,-1.48348,-3.25569,2.356273,0.363034,-6.2449,2.632989,-4.45027,-0.96298,0
6.34,8-34.wav,1.179082,1.464846,0.001787,0.003687,0.002793,0.008378,0.647417,-0.05115,2.367745,33.66567,-7.37523,3.79476,0.450922132,0.122511521,-376.03,125.8132,13.71474,32.69081,16.5925,5.328236,2.452654,-9.22952,-15.6825,4.269886,4.339206,5.230602,-0.96155,2.479375,-1.85004,1.442758,-6.97423,3.020607,-2.32728,2.719869,1
6.37,8-37.wav,1.282705,0.606196,0.002356,0.003988,0.003172,0.006344,2.069215,0.785413,3.504133,12.41529,-8.60772,23.57292,0.472065657,0.064945742,-398.62,121.9502,25.555,34.59529,13.35881,13.83439,6.890177,-2.72344,-10.7854,8.246753,2.205025,9.048616,1.511185,0.781296,-4.69485,2.858798,-7.98346,4.226248,-3.84177,4.262541,1
7.1,10-01.wav,0.469206,1.622445,0.029306,0.060277,0.044792,0.089584,0.963226,0.717607,2.281518,20.22775,-13.6284,26.34719,0.373095065,0.310759753,-354.361,147.8535,-25.1072,33.84947,-11.4728,-7.66852,-32.0611,-5.76362,-13.7623,-6.80689,3.078418,-10.2907,-1.35859,-5.29945,5.617967,-8.20458,-0.24891,-2.94514,-3.10929,-3.48199,1
7.2,10-02.wav,0.544388,0.570741,0.023267,0.077625,0.050446,0.100891,0.766203,0.307741,0.866443,11.49304,-15.3381,27.10002,0.412836403,0.168038324,-385.467,132.3408,-20.8198,37.58533,-3.89435,-2.14983,-32.8318,-6.11972,-9.60611,-7.15751,0.51012,-10.9458,-2.54644,-6.07428,5.953003,-7.89996,-1.87627,-3.22904,-2.23848,-1.65779,1
7.3,10-03.wav,0.623149,-0.09228,0,0,0,0,0.829728,0.164571,0.983295,11.6162,-14.928,27.14644,0.412188262,0.18492204,-371.079,130.5552,-21.5383,38.5411,-4.24819,-2.62016,-38.7228,-2.93806,-12.4834,-5.16962,-2.92521,-7.83179,-4.24693,-4.97532,7.552448,-9.52273,0.693875,-5.9234,1.299959,-4.81693,1
7.4,10-04.wav,0.527849,0.917514,0.008661,0.034832,0.019678,0.059033,0.980376,0.582244,4.521614,32.35242,-12.2143,23.06049,0.449166685,0.041833255,-432.312,126.6584,-21.258,27.48753,-5.09234,5.492731,-16.5275,-4.42037,-5.57154,-2.81779,-6.79731,-11.5589,0.495457,-5.23827,4.258095,-10.3489,-1.58202,-1.49661,-6.87617,-2.20141,1
7.7,10-07.wav,0.231117,18.07162,0.045468,0.217474,0.110057,0.550287,1.308828,-0.16043,5.593938,70.67672,3.496362,27.09814,0.368041962,0.309967518,-363.499,137.7904,-7.21652,25.81317,-8.3521,-10.6525,-28.6316,-4.93694,-19.2717,-6.76563,0.777058,-7.55028,-3.63621,-2.27402,6.626828,-7.61293,-0.59524,-5.78369,-0.89411,-4.57579,1
7.8,10-08.wav,0.460678,3.21282,0.012615,0.085926,0.043003,0.172011,0.878465,-0.01726,2.496965,40.4094,3.233386,26.74272,0.385337293,0.207671314,-393.788,145.4034,-7.62859,28.51683,-8.92003,-8.60618,-31.437,-4.11137,-15.7597,-3.35548,-1.0511,-8.30648,-2.31748,-4.27299,7.157649,-8.98293,-1.72647,-5.66934,0.021164,-4.67385,1
7.9,10-09.wav,0.532855,0.107496,0.00515,0.007807,0.006478,0.012957,0.883644,0.621782,1.021575,20.32382,2.509011,27.16107,0.387429774,0.567130744,-364.229,132.529,-7.76243,17.72179,-10.0251,-11.9015,-27.3348,-5.57171,-11.5076,-5.26939,-2.23367,-5.95036,-3.82672,-2.67076,5.571735,-7.90629,-1.99316,-3.61198,-0.08105,-5.33212,1
7.1,10-10.wav,0.492557,2.137277,0.103835,0.103835,0.103835,0.103835,0.886387,0.669002,1.078742,20.3869,1.640886,27.10695,0.376981318,0.257573187,-387.864,121.9066,-3.64421,21.88141,-6.26317,-6.67672,-29.0684,-7.64604,-11.71,-4.69208,-2.08304,-6.09649,-4.31959,-3.58658,7.014952,-7.41116,-1.50828,-3.58161,-1.14378,-4.50449,1
7.11,10-11.wav,0.494778,1.122569,0.013158,0.013158,0.013158,0.013158,0.886489,0.391225,1.31975,13.29733,1.035886,27.19007,0.397697449,0.444917113,-359.78,128.1623,-11.5245,23.10504,-0.3925,-14.0024,-29.2557,-14.0563,-10.5016,-5.55719,-0.18568,-3.07686,-3.63148,-5.38374,7.593286,-6.41542,-6.84873,-1.64448,-3.15043,-3.73926,1
7.13,10-13.wav,0.47936,7.114246,0,0,0,0,0.781825,0.242893,1.417086,24.23658,-0.93775,26.96662,0.364697665,0.254600018,-357.405,139.6954,-7.02644,30.3363,-12.5053,-6.37166,-33.8764,-6.25652,-16.2925,-5.88169,-2.28567,-8.75511,-4.97999,-3.68062,7.060875,-9.31854,0.925388,-5.64209,0.373198,-4.74816,1
7.14,10-14.wav,0.564215,1.866355,0.009537,0.009537,0.009537,0.009537,0.870661,0.425979,1.403612,10.44793,-0.69689,27.195,0.389043957,0.344484419,-379.352,112.7768,-10.2113,27.41739,-9.393,-5.67311,-29.5937,-4.55493,-11.1848,-5.38256,-2.04219,-7.77742,-2.75741,-1.2392,5.477628,-8.00332,0.028045,-4.98828,-0.00422,-4.33751,1
7.15,10-15.wav,0.355225,11.95538,0.02614,0.182818,0.097847,0.391389,1.140464,0.646211,4.580544,58.16367,1.299307,26.57848,0.376116306,0.30870375,-368.933,133.0597,-11.956,33.14639,-10.8289,-7.82506,-29.8784,-2.82615,-17.9106,-5.94751,-0.47397,-9.75413,-2.05796,-2.81629,5.521827,-7.79485,0.80043,-5.72873,0.682034,-4.41995,1
7.16,10-16.wav,0.514963,1.759654,0,0,0,0,1.1651,0.617627,3.945283,26.7973,0.856149,26.90935,0.392287254,0.278524488,-377.073,129.7645,-3.55721,26.98397,-5.03234,-4.2741,-31.6516,-8.40149,-14.0731,-4.38344,-1.02516,-8.33322,-3.68229,-2.125,6.999035,-7.85977,-1.57055,-5.03684,-0.02222,-5.19385,1
7.18,10-18.wav,0.728734,-0.01956,0,0,0,0,0.974649,0.826652,1.154419,2.923947,7.220886,27.1942,0.357968658,0.516214609,-330.271,120.7593,-2.5983,21.18909,-0.55548,-16.0336,-26.1659,-9.29574,-14.6825,-6.84332,-0.53742,-7.95969,-4.73678,-1.77468,3.022471,-4.53168,-2.79734,-3.66518,-0.73364,-4.52155,1
7.19,10-19.wav,0.747837,-0.01877,0,0,0,0,1.090326,0.893893,1.205794,5.451631,7.580886,27.18467,0.444392174,0.043636627,-423.488,136.8047,-31.4622,45.49106,-12.5613,5.921153,-29.9721,-7.1546,-11.9892,3.394047,-0.74962,-13.1761,1.707909,-7.36936,7.391322,-13.9807,-1.4519,-4.3059,-4.10854,-5.20786,1
7.2,10-20.wav,0.763233,0.16148,0.000648,0.000648,0.000648,0.000648,0.891962,0.470176,1.413812,13.37943,7.774219,27.19805,0.44359833,0.06815201,-468.238,130.2223,-1.41325,23.92531,1.086151,6.110558,-15.0665,-5.99382,-9.19065,0.004229,-1.2551,-11.3991,-2.38857,-8.12955,0.79758,-6.11597,-4.21304,-5.8188,-3.70339,-1.99855,1
7.23,10-23.wav,0.943179,0.114597,0,0,0,0,1.968169,1.11891,3.117745,7.872677,5.185886,27.1848,0.381625384,0.237862989,-369.597,129.6628,-2.30098,25.20503,-6.8206,-5.78465,-34.2545,-10.5224,-10.7459,-5.56291,-2.89647,-7.78017,-5.10494,-2.5473,7.068072,-7.33063,-1.38176,-5.0418,-0.32035,-4.21776,1
7.24,10-24.wav,0.959365,0.223947,0.007905,0.013355,0.01063,0.02126,0.916969,0.217205,2.201308,17.42242,4.388029,26.7613,0.362373143,0.240798876,-388.06,145.2795,-6.81527,25.54469,-11.1239,-0.16298,-33.1118,-11.306,-14.2271,-2.18865,-1.87302,-7.33123,-2.47676,-5.03658,5.909627,-9.16558,-0.13054,-7.1082,-2.36125,-2.63037,1
7.27,10-27.wav,0.982839,10.16786,0.01441,0.142428,0.051314,0.359199,0.965265,0.172504,3.75439,102.3181,5.128886,22.48009,0.379123151,0.227435768,-378.606,132.4435,-1.27256,22.59397,-5.61608,-7.69436,-28.3822,-9.48657,-11.7602,-5.02425,-3.87468,-6.00433,-4.99724,-4.12376,7.162874,-9.081,-2.33172,-3.05525,-2.15161,-4.40057,1
7.28,10-28.wav,1.071145,0.563821,0.00308,0.028887,0.014018,0.042055,0.902568,0.264677,1.245458,26.17448,5.661386,26.92311,0.368255466,0.287923515,-367.549,139.4185,-3.43691,25.97744,-8.83712,-12.1263,-29.2992,-3.95262,-14.9701,-8.65849,-3.21594,-7.61704,-3.09988,-4.30532,4.19662,-7.24264,-1.33187,-4.44736,0.957344,-4.95875,1
7.29,10-29.wav,0.551803,20.291,0.018665,0.111619,0.052809,0.475277,1.126148,0.090405,4.349357,54.05508,1.06986,24.12641,0.353447974,0.267217278,-379.312,141.358,-8.70935,28.74827,-13.0085,-4.72416,-32.6028,-6.50879,-15.3959,-4.96169,-1.57492,-8.74179,-3.28043,-4.16702,8.04928,-7.76593,-1.569,-7.14435,-1.0343,-5.38637,1
