folder #,filename,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
7.3,10-30.wav,0.970734,3.55035,0.002948,0.028437,0.014591,0.14591,1.037184,-0.29554,4.17647,62.23106,-1.59933,26.64076,0.389815509,0.212736368,-376.128,132.2505,1.734275,27.28005,-10.9808,-5.80019,-27.4469,-4.17163,-14.8538,-6.50408,-3.11294,-9.78853,-1.74837,-5.35486,3.751842,-5.71176,-2.65408,-6.54946,-0.10638,-5.19439,1
7.31,10-31.wav,1.157505,0.964453,0,0,0,0,1.024849,0.441844,3.706667,26.64606,-0.69911,26.80375,0.483135194,0.126773357,-411.274,114.3745,-12.4052,30.87104,-5.60934,0.847319,-19.4727,-1.69135,-5.10643,-4.27477,-0.92076,-10.4273,-0.87495,-3.95001,2.404011,-9.67871,-3.47722,-3.63513,-5.71907,-5.29186,1
7.32,10-32.wav,1.195647,2.052641,0.013473,0.013473,0.013473,0.013473,1.153477,0.364153,4.869024,26.52998,1.073664,27.18189,0.384870082,0.336414069,-342.132,152.8187,-16.425,27.62286,-16.866,-5.39792,-27.9165,-7.69446,-18.007,-4.69864,-3.71701,-8.84419,-0.24171,-7.29692,5.021685,-7.7905,-3.3049,-6.5652,0.053096,-6.27208,1
7.33,10-33.wav,1.208739,1.067105,0.003043,0.021811,0.009253,0.046265,0.718568,0.275632,2.411718,35.20982,1.579171,27.16799,0.37942338,0.224965841,-367.95,141.7254,-0.36071,27.96867,-13.8537,-8.54965,-27.6455,-5.34622,-15.3016,-6.46617,-2.64318,-9.39823,-2.30095,-4.79085,4.232982,-5.87459,-2.83724,-6.49142,0.466017,-5.91369,1
7.34,10-34.wav,1.11076,2.230995,0.013467,0.013467,0.013467,0.013467,1.030159,0.144047,5.765188,46.35718,2.582945,26.72994,0.367549747,0.379012674,-351.177,131.3176,0.198096,28.11343,-9.12079,-13.5647,-27.4354,-5.71602,-16.5728,-8.78145,-1.71958,-10.4035,-3.81088,-0.79108,3.055021,-6.51996,-0.68966,-4.17378,0.932821,-5.91703,1
7.35,10-35.wav,1.007294,1.173412,0.010424,0.010424,0.010424,0.010424,0.923178,0.244404,2.829769,25.84899,0.500431,26.18424,0.353613436,0.283033252,-344.284,148.6488,-16.3162,35.40323,-16.3042,-11.6541,-35.1306,-5.19084,-13.3494,-9.69218,0.342983,-12.3488,0.179769,-3.35101,5.621299,-7.5475,-0.89408,-3.46115,-1.55905,-2.76541,1
7.36,10-36.wav,0.84145,11.68327,0.011668,0.109661,0.039523,0.395229,1.385413,0.277898,3.839889,73.42691,4.912704,22.88761,0.347036242,0.410357207,-337.304,138.9637,-14.0064,31.5937,-9.54569,-11.8815,-35.3342,-4.06849,-14.0191,-7.5351,-2.65952,-9.42995,-3.02801,-2.0585,5.193872,-8.9637,0.295317,-5.16458,0.373596,-5.62507,1
8.1,11-01.wav,-1.02994,3.564313,0.169181,0.169181,0.169181,0.169181,1.314521,1.270761,1.358281,2.629042,-0.92295,71.24756,0.397171468,0.075828761,-399.954,133.5336,-44.1283,45.043,-12.9089,16.41603,-39.1701,6.449205,-14.6643,-5.72544,9.040935,-3.2304,8.327994,-15.9135,7.567498,-12.5715,-4.09417,-3.7573,0.039618,-2.99988,0
8.5,11-05.wav,-1.41461,86.18293,0.064329,0.085987,0.075158,0.150315,1.102435,0.02586,4.363899,90.39971,-4.86162,35.72053,0.47042191,0.032775249,-428.413,127.3263,-17.5711,30.48417,-9.12048,16.53736,-25.5906,0.466078,-11.4875,-4.86382,2.326368,-7.52596,4.043699,-11.7002,4.795564,-9.49749,-2.34552,-5.01047,-4.60698,-1.98926,1
8.6,11-06.wav,-1.11975,32.06888,0.032486,0.184611,0.105977,0.847815,1.154438,0.048179,3.918657,33.47871,-5.60467,66.95297,0.445127308,0.0277333,-439.281,140.4103,-16.8079,33.94011,-2.23481,10.81213,-30.4161,-2.12199,-13.7619,-5.80752,0.673849,-8.30283,3.041491,-10.37,5.731514,-8.5185,-2.63228,-5.47566,-3.63869,-2.18002,1
8.7,11-07.wav,-1.50093,72.1118,0.036896,0.238386,0.115923,1.622923,1.827205,0.01253,5.509916,76.74261,-9.37995,70.15104,0.448803276,0.014524054,-450.122,128.4645,-13.1986,41.97691,-6.21694,18.10858,-35.1895,-1.43862,-9.73337,-4.94513,-0.52051,-7.62547,4.252388,-11.9116,7.71651,-9.13917,-1.8625,-6.03425,-2.96714,-3.11641,1
8.8,11-08.wav,-0.00525,1.92674,0.028481,0.107421,0.05816,0.17448,1.200085,0.659677,2.101832,6.000423,-16.488,67.11894,0.417329609,0.088144235,-401.825,136.0348,-15.4896,24.97758,-0.32882,7.342132,-26.8146,-4.18991,-14.5476,-5.03449,2.084492,-6.757,2.386553,-9.44428,5.669269,-8.3169,-3.76212,-4.91053,-5.27433,-2.7662,1
8.9,11-09.wav,-2.6265,132.7909,0.041992,0.167733,0.07994,0.7994,1.623396,0.068018,4.903894,84.41657,-28.2182,60.29882,0.439776391,0.094056487,-403.685,126.8846,-12.8382,27.95477,0.383896,5.504018,-22.812,-2.08117,-11.9676,-4.33914,0.701297,-8.00096,2.21612,-9.95624,3.563992,-6.55688,-4.41914,-5.77647,-4.31773,-2.87346,0
8.1,11-10.wav,0.10381,1.442202,0.013667,0.069635,0.035808,0.107423,0.721267,0.200588,3.43136,10.81901,-20.3093,52.76162,0.391558737,0.119312979,-389.083,138.863,-21.7696,31.10903,-2.81917,5.141277,-28.1535,-1.07997,-12.0456,-3.41925,0.90813,-6.66307,3.584252,-11.9517,6.167201,-8.35598,-4.38796,-5.96002,-4.95622,-3.51729,0
8.11,11-11.wav,0.201109,3.485403,0,0,0,0,0.848257,0.209888,1.698231,15.26862,-5.87758,53.35389,0.43244195,0.04576825,-443.171,138.3482,-13.2714,35.01536,-0.65213,15.06052,-26.0523,-1.80911,-13.8835,-4.76033,-2.57406,-7.83324,3.925164,-12.406,6.823936,-7.71022,-1.84451,-6.71433,-4.73239,-2.46124,0
8.14,11-14.wav,0.854453,2.524154,0.051338,0.098856,0.075097,0.150194,0.954542,0.16432,3.043465,8.590876,0.247548,70.94259,0.429769695,0.048537318,-419.249,134.7217,-18.2754,32.99765,0.668844,9.703312,-28.7575,0.334926,-9.30288,-4.54768,0.513995,-7.46306,2.716173,-10.88,6.553912,-8.47854,-3.14157,-4.58349,-6.27742,-3.81657,1
8.15,11-15.wav,0.594106,20.94851,0.054898,0.054898,0.054898,0.054898,0.801293,0.259485,2.452942,24.84009,-2.78839,69.7136,0.398352385,0.169840112,-373.115,160.8818,-32.8983,33.382,-12.488,3.408727,-24.5041,-1.78643,-22.6515,-4.91608,6.659028,-0.11112,8.204231,-15.481,7.255109,-8.85533,-6.22016,-8.47644,-7.38008,-3.79593,1
8.18,11-18.wav,1.089601,0.391608,0,0,0,0,0.966436,0.197695,2.077653,8.697924,5.477548,71.31084,0.414493054,0.084392451,-405.418,136.9332,-17.3035,30.09859,-2.39286,9.387317,-29.021,-1.9772,-12.0693,-6.80913,-2.34038,-7.15979,2.853344,-12.4375,7.520592,-7.6943,-2.94227,-2.99468,-3.85102,-4.01191,0
8.19,11-19.wav,0.946473,0.668901,0.009633,0.049372,0.029502,0.059005,0.581354,0.103459,2.063601,6.394891,6.053382,71.36549,0.377562582,0.149350062,-389.553,138.6692,-25.4195,37.187,-3.86059,4.586511,-34.9545,3.923773,-14.6803,-11.1592,-0.16013,-1.17424,4.199917,-19.322,8.08704,-10.4756,-5.44464,-3.34019,-5.01986,-4.91854,0
8.22,11-22.wav,0.365229,11.33333,0.029946,0.122472,0.064027,0.512219,1.29344,0.198832,3.92992,37.50976,-0.40281,66.87815,0.38820678,0.143307343,-395.675,127.6054,-5.95609,24.99307,5.384231,4.875728,-20.5023,-6.96127,-13.0063,-4.47181,-4.80128,-8.65373,1.584911,-10.1282,3.362811,-5.06426,-3.92082,-4.38672,-3.3759,-4.0097,1
8.25,11-25.wav,0.357907,22.19442,0.065452,0.330659,0.132749,0.663744,0.686284,0.041566,2.396628,21.96108,-9.59964,70.807,0.478561401,0.009169298,-482.18,175.1409,-22.5285,41.64692,-17.1813,25.30688,-33.6745,7.771254,-17.0289,-1.37426,-0.03492,-5.32513,2.921932,-16.58,8.822616,-12.4004,0.159439,-11.6549,-2.87107,-4.38703,1
8.26,11-26.wav,0.885988,4.493765,0.008834,0.082533,0.031415,0.251322,0.739636,0.252356,4.994616,41.41964,-4.10478,59.56677,0.412380844,0.102394797,-400.613,140.4013,-18.4327,30.07509,2.23258,2.903561,-27.7866,-0.04243,-12.806,-7.87553,-1.01018,-6.57649,2.177109,-10.463,5.644496,-7.89568,-3.28091,-4.27623,-3.89545,-3.22186,1
8.28,11-28.wav,-0.12865,22.83079,0.011034,0.102367,0.050322,0.402576,0.937768,0.192632,3.384242,39.38626,2.330548,62.61193,0.422828376,0.072364725,-408.757,128.5241,-7.88536,25.13846,5.333075,4.342976,-23.6356,-6.0378,-13.0088,-5.64364,-0.19587,-7.54188,0.514998,-8.63249,3.727689,-6.36861,-4.79736,-4.14133,-4.28673,-3.61292,1
8.29,11-29.wav,-0.39823,67.987,0.019799,0.066226,0.037201,0.372007,1.579618,0.01718,4.801599,104.2548,-3.87035,53.63881,0.424815893,0.075697698,-402.003,131.594,-12.8006,29.34249,3.613485,4.292705,-22.407,-4.83517,-16.9991,-5.58126,-0.01027,-7.32374,2.934015,-10.2929,3.87,-6.01488,-4.1681,-5.62266,-4.27374,-3.03937,1
8.31,11-31.wav,0.968398,6.83268,0.024075,0.115943,0.075962,0.303847,1.330558,0.16711,3.116931,22.61949,-0.81051,71.36367,0.400143236,0.151740327,-378.032,129.0142,-6.68606,21.15036,2.282722,-2.03682,-22.8121,-1.66499,-13.3074,-8.09624,-0.11944,-5.84798,-2.56556,-8.50117,4.555612,-9.43258,-5.38959,-4.30728,-4.9591,-3.66606,0
8.32,11-32.wav,0.693115,2.030201,0,0,0,0,0.373069,-0.03655,3.641943,12.31126,0.364139,69.56787,0.387583375,0.169491842,-386.836,132.4394,-8.7291,21.57201,12.29228,1.802802,-22.5786,-10.0717,-15.1183,-5.73686,-2.58912,-8.20382,0.613097,-7.07139,2.115173,-5.99736,-4.9112,-4.15684,-4.68505,-3.55455,1
8.34,11-34.wav,-0.52146,54.80262,0.031794,0.199926,0.087532,1.225453,1.864265,0.10191,5.932219,76.43487,-2.19086,70.80084,0.420168996,0.152017042,-392.513,126.4407,-4.94349,24.53945,2.926079,-1.56087,-21.4764,-2.01611,-12.5613,-7.34261,-0.78673,-6.38045,-1.06071,-9.42984,3.107989,-7.08548,-4.899,-4.03331,-4.27334,-4.13765,1
8.35,11-35.wav,-0.11043,50.99832,0.026665,0.183156,0.095934,1.151203,2.431744,0.756909,6.472834,92.40627,-3.01995,70.3189,0.393585622,0.148777515,-375.909,127.2196,-9.70669,31.53621,6.614326,1.549632,-25.8788,-3.24096,-13.76,-9.99121,-3.99936,-8.67502,-0.66159,-10.359,4.366327,-7.04756,-4.26096,-3.82525,-4.24179,-3.78481,1
8.37,12-37.wav,-2.75318,391.4944,0.066342,0.576912,0.20967,6.080443,2.188071,0.154194,6.384695,273.5089,-8.56704,57.72668,0.41083613,0.125269905,-397.914,126.9047,-10.059,34.14063,9.49775,1.660358,-26.4845,-2.95751,-11.91,-9.38326,-2.99404,-7.09676,-1.46927,-11.1766,4.030507,-8.2545,-5.61673,-4.03509,-4.32912,-3.77707,1
8.38,11.38.waw,-12.1599,202.7121,0.302975,1.114607,0.793259,3.966293,2.686091,0.469656,5.674001,34.91919,-14.665,71.03905,0.388258964,0.22465457,-354.588,134.6547,-13.1321,25.7368,5.595717,-1.17802,-27.5559,-6.4781,-15.9013,-6.41855,0.795788,-7.49311,-0.52272,-8.67597,4.381299,-7.85333,-4.7042,-4.31989,-4.80101,-4.16915,1
9.1,12-01.wav,-2.09401,3.434409,0,0,0,0,2.623183,0.443292,3.710299,10.49273,1.600502,94.59022,0.416569322,0.055135839,-400.253,158.4294,-29.2427,23.58427,-24.8242,6.346206,-34.125,5.957852,-9.22696,0.61675,0.584259,-17.602,-2.42077,-14.3776,4.149821,-16.7321,-1.62741,-4.26817,-6.26711,-1.75372,1
9.2,12-02.wav,-1.52971,4.456506,0.025513,0.214886,0.077465,0.309858,2.167314,0.611228,4.35584,8.669257,-0.10557,92.27574,0.4514893,0.047507074,-363.169,119.8893,12.84278,41.02463,9.178784,4.202568,-3.02862,0.679241,-0.94536,6.819569,-8.15918,2.465593,-4.26589,3.897102,-0.48996,-1.02058,-8.49632,8.814142,-8.6104,1.169211,1
9.3,12-03.wav,-2.91217,25.92704,0.322055,0.322055,0.322055,0.322055,4.094036,0.18722,13.79241,65.50457,-4.09867,93.67068,0.431881934,0.071998812,-373.085,112.6347,18.29513,43.28354,15.07804,7.071361,1.1531,1.512254,-2.45418,2.277201,-6.60934,3.925446,-1.86616,3.606767,1.522399,1.283824,-5.86754,5.864923,-6.74515,2.172896,1
9.5,12-05.wav,-2.46169,74.46115,0.066203,0.518438,0.220502,1.323011,1.236498,0.047869,10.498,65.53441,-13.4874,87.70242,0.399621725,0.075221777,-352.715,109.9628,10.45187,43.72835,15.31262,0.998189,-2.74954,1.521466,-0.4555,5.451192,-6.03271,4.437119,-4.59458,-0.2331,0.566181,0.989101,-4.76258,6.617338,-8.93054,1.897481,1
9.6,12-06.wav,-3.45383,223.8535,0.063576,0.591153,0.184224,3.868696,1.493729,0.02643,6.82009,159.829,-1.47445,46.83672,0.424609631,0.073982954,-355.658,113.0105,10.0431,39.6828,15.89743,3.85336,-2.02165,1.722093,-3.13756,4.586885,-5.01364,5.95734,-0.57179,2.993045,-2.07648,0.121193,-6.47531,5.839966,-5.91497,3.402866,1
9.7,12-07.wav,-3.58505,94.10001,0.058894,0.424426,0.178015,1.95817,1.862565,0.043104,8.438706,85.67798,-14.1003,94.33214,0.375500262,0.091610447,-345.41,112.9581,5.173799,41.47771,16.45431,3.937788,-3.94832,-0.0087,-0.89146,4.654487,-7.32129,7.623222,-3.64795,2.398726,2.637746,-0.75157,-9.09508,8.872787,-7.97108,3.371441,0
9.8,12-08.wav,-3.57248,65.36998,0.052236,0.46557,0.173437,1.387493,2.426178,0.106229,12.34887,77.6377,-12.2443,92.72482,0.412665516,0.110876746,-366.081,124.7464,3.536072,40.76959,18.18586,-1.16702,-2.31244,3.753169,0.218703,4.510095,-5.10163,4.356039,-3.16335,2.931691,-0.1601,-0.05718,-8.02667,6.283041,-5.98615,3.779284,1
9.1,12-10.wav,-2.2881,116.5986,0.020827,0.099791,0.039842,0.597624,1.310567,0.131241,8.127846,138.9201,-3.32499,69.88068,0.421375155,0.108257376,-343.041,111.9506,3.569754,38.71733,14.70892,1.095914,-3.15382,0.416177,0.109467,5.970519,-5.59734,7.162596,-1.02051,3.089658,1.49084,-1.60559,-8.23806,7.704395,-6.25774,2.447546,1
9.12,12-12.wav,-0.16637,17.88988,0.013587,0.026657,0.017976,0.053929,2.963521,2.368003,3.721019,8.890562,2.401515,93.41938,0.4314273,0.068312287,-363.912,116.2857,9.394976,39.83986,17.21685,1.116525,-1.419,3.697552,1.172197,5.738841,-4.00811,5.919874,0.152319,3.745771,0.654697,-2.23286,-6.55188,6.643245,-5.28341,3.962075,1
9.13,12-13.wav,-1.37322,43.07112,0.041533,0.327171,0.131895,1.582743,5.925623,2.931363,8.919883,11.85125,-4.57806,83.58698,0.349646568,0.12258403,-354.107,115.8446,12.0573,43.44765,14.5818,-2.88237,-3.13599,2.846636,-1.06955,0.541269,-7.3045,6.021923,-1.31725,5.133401,-1.41972,-1.39339,-5.59105,5.238608,-6.03868,2.389455,1
9.14,12-14.wav,0.253043,1.876895,0.023986,0.096936,0.050449,0.151347,0.960945,0.230097,4.234354,15.37512,-12.858,94.02793,0.557259142,0.027498687,-375.999,82.95107,27.67581,45.19484,19.96384,3.674694,1.937622,9.332832,-2.70014,9.962207,-7.28319,7.163193,-1.28547,4.593893,-0.99398,0.769398,-7.12556,6.201048,-6.77294,7.552436,0
9.15,12-15.wav,0.183618,3.839225,0.059822,0.059822,0.059822,0.059822,0.953531,0.212231,3.182671,9.535311,-11.721,93.93172,0.400568932,0.134348229,-332.39,111.1831,3.440561,39.72347,14.75102,-3.39883,-1.54915,0.289917,-0.82324,1.967704,-5.70504,7.961669,0.238944,2.134679,0.024121,-2.50296,-5.7679,6.013151,-3.41078,2.787462,0
9.16,12-16.wav,0.443055,7.706761,0.010848,0.060329,0.033022,0.132087,0.570584,0.151489,3.177907,13.69401,-6.787,89.29102,0.399886817,0.129316151,-327.97,110.2367,-0.93983,42.61843,11.22781,-0.48711,-0.52044,-0.81024,-1.02285,4.503133,-10.2122,7.7182,-0.92908,4.3051,-0.82652,-2.83422,-5.02251,5.94687,-4.81947,2.359761,0
9.17,12-17.wav,-0.54063,19.82551,0.039332,0.363301,0.165545,0.496636,0.800103,-0.28562,3.252942,24.80319,0.353418,90.51668,0.352421939,0.121043809,-345.701,122.5053,1.525269,41.28114,14.83276,-3.23031,-6.32861,1.366124,-0.78651,3.434748,-7.69535,8.134238,-1.43666,4.592197,1.014919,-1.25862,-5.52137,6.982739,-4.88957,2.081148,1
9.18,12-18.wav,-0.08002,4.800763,0.012279,0.085146,0.029837,0.208858,0.774995,0.189602,6.09475,23.24985,5.844073,94.29757,0.405032903,0.135236293,-342.546,111.7278,6.580106,39.83269,17.24437,-0.36445,-3.47003,0.000115,0.202512,3.716431,-4.88094,3.13737,-4.38696,1.08846,2.270457,-1.14495,-4.69578,7.115585,-5.39267,1.404112,1
9.19,12-19.wav,-0.76703,8.836205,0.122293,0.345397,0.233845,0.46769,2.159811,0.270592,4.123588,10.79905,5.265502,94.52222,0.364938319,0.070244268,-375.906,106.2054,19.41672,52.50554,18.76062,4.966002,-0.379,-1.07493,-0.92131,3.293301,-10.0862,5.002476,-5.55491,-1.37248,-2.51353,0.127755,-8.67829,9.525628,-6.30102,3.242249,1
9.21,12-21.wav,-1.47447,21.55752,0.045397,0.053654,0.049526,0.099052,0.630911,-0.22131,1.948759,11.98731,9.696183,90.34109,0.401710868,0.068933897,-374.186,100.056,17.04679,43.98183,14.55986,6.713051,2.327427,7.204835,-1.3128,5.158331,-5.75285,4.090413,-1.44567,1.770823,-0.89509,1.536177,-7.75699,8.440245,-5.40913,3.081862,1
9.22,12-22.wav,0.138332,18.65724,0.01841,0.162209,0.060975,0.304873,5.102221,1.808217,6.776022,15.30666,13.053,93.97216,0.401074648,0.106813215,-360.291,110.9137,9.013041,42.56869,17.81839,1.998005,-3.14054,1.630052,1.664792,5.634481,-6.48846,6.248147,-3.77017,3.409743,0.835162,-1.21855,-7.73024,6.866937,-5.60573,2.884331,0
9.24,12-24.wav,-2.5974,155.0386,0.048068,0.186558,0.098996,0.296988,1.039452,0.126477,5.121675,78.99833,-7.18276,-4.39902,0.382382333,0.132915199,-332.262,109.9419,3.54005,37.78054,12.7273,-2.4439,-0.74766,4.081602,-2.58815,4.868718,-5.66295,5.835963,-1.1,4.148068,-0.69586,-0.31489,-6.8378,5.676179,-5.6737,2.333433,1
9.25,12-25.wav,-0.69881,7.905132,0.014008,0.100091,0.05806,0.348362,1.81967,0.257491,5.439681,23.6557,-22.7577,94.53025,0.416144192,0.069261014,-350.376,104.5637,9.796516,38.37934,12.66113,3.942034,-0.35316,4.350391,-7.22426,5.112843,-3.97172,7.484544,0.293977,3.047149,0.246855,2.351515,-4.88505,8.48791,-3.97639,2.940214,0
9.26,12-26.wav,-0.21636,10.63652,0.010297,0.074125,0.032465,0.389575,0.749906,-0.10935,3.765087,34.49566,-10.851,42.85769,0.442382067,0.067831106,-361.737,112.0685,8.613244,40.27159,15.69359,4.804679,-3.65687,5.178027,-1.50916,4.031721,-5.17631,7.604166,-0.45575,4.408439,-0.71719,0.156444,-6.67207,6.580377,-5.57152,2.702194,0
9.27,12-27.wav,-1.49424,38.87537,0.016125,0.02672,0.018367,0.110202,1.429298,0.11814,7.874155,40.02035,1.960896,93.69862,0.402684867,0.096371494,-346.645,115.5333,4.72003,38.88355,14.07418,0.714469,-1.81702,1.14957,-1.27448,5.296625,-4.96336,5.452866,-1.36785,3.978404,1.002568,-1.23773,-6.7985,6.978132,-4.84318,2.960922,1
9.29,12-29.wav,-2.56338,87.75017,0.046525,0.281382,0.123445,1.604783,1.804367,0.143151,6.565209,77.58779,-4.45581,82.3087,0.382679939,0.098477624,-352.909,110.1952,11.95942,39.49119,11.47875,1.383129,-1.156,3.366476,-3.20426,4.232522,-4.12664,6.788952,-1.31554,4.084082,-0.80091,-1.13566,-5.89226,5.859935,-4.35096,3.393254,1
9.3,12-30.wav,-1.59121,60.50449,0.032561,0.064641,0.043975,0.175902,1.185031,0.10742,6.19837,61.62164,1.366848,91.30609,0.421591848,0.078015409,-333.573,100.1665,6.069274,35.80554,11.54957,3.143555,-3.60078,1.712974,-0.4002,6.753144,-3.17296,9.233183,0.068337,4.342402,0.438224,-0.17019,-7.33208,8.915485,-6.26805,1.663884,1
9.31,12-31.wav,-1.51476,32.81913,0.035773,0.203296,0.073972,0.591777,0.485698,0.110993,1.720081,23.31349,-4.13048,94.23404,0.409834117,0.059685972,-373.186,100.2017,12.61666,43.54599,15.96792,5.547307,-0.78432,6.916864,-0.61269,3.751759,-5.42824,8.016232,-0.69178,2.471392,-0.30168,0.459605,-7.59998,8.776932,-5.50674,2.779439,1
9.33,12-33.wav,-1.44569,119.0753,0.051745,0.151414,0.087278,0.261833,3.848906,1.656956,9.795294,30.79125,-12.9635,90.74981,0.391400456,0.151312888,-336.369,106.705,7.916363,39.82763,16.68707,0.863996,-1.07452,4.848178,-1.77601,5.647803,-5.72867,5.551105,-1.33083,5.626897,-1.17805,-1.24137,-6.70785,5.927532,-4.61645,3.991297,0
9.34,12-34.wav,-0.23166,57.07059,0.020099,0.196959,0.064173,1.155121,3.242223,2.089301,4.395144,6.484445,-26.1204,73.2313,0.378129452,0.165386483,-329.059,111.225,5.412179,39.40931,14.75281,-2.8716,-2.88857,-1.12262,-0.00221,4.037101,-6.39667,3.792723,-2.79686,1.914828,0.369869,-2.97104,-5.02841,5.710983,-3.94657,2.199114,0
9.35,12-35.wav,0.250128,5.347112,0.005464,0.050787,0.026482,0.21186,0.582914,0.076453,1.035236,12.8241,-8.47674,80.28482,0.418367177,0.123355776,-334.789,110.446,1.458917,38.11043,14.00877,3.32222,-1.36657,0.123692,-1.18811,4.937467,-6.74681,5.376954,-4.16119,2.231491,0.77269,-1.49449,-7.2646,8.61098,-4.73008,3.079203,0
9.36,12-36.wav,-1.81901,128.4213,0.048195,0.300439,0.133642,1.737342,1.471237,-0.03908,9.739315,85.33173,1.956949,84.7888,0.401389867,0.125751272,-347.07,109.0982,10.41792,38.55215,15.73192,0.175965,-2.28078,-0.71755,1.210873,3.250161,-4.18375,6.098526,1.39242,3.837275,2.174943,-2.41549,-4.82444,5.194254,-3.38479,1.572689,0
10.4,15-04.wav,-0.33151,0.031803,0,0,0,0,0.582297,0.188059,1.954214,5.240671,2.221116,38.40761,0.483991295,0.073089473,-378.969,103.6189,5.046708,40.50939,22.40281,12.81688,7.047923,-1.09063,-1.81961,13.28448,-1.20132,5.913884,-2.26643,3.007424,2.721752,-0.19607,-8.74112,8.550476,-7.36748,3.613432,1
10.5,15-05.wav,-0.61662,6.489112,0.028058,0.084627,0.058683,0.17605,1.031401,-0.10309,3.933051,26.81642,1.275343,38.2363,0.469156802,0.09047576,-358.716,104.4953,6.913866,43.00846,19.82353,12.18081,-1.82359,-6.97625,-0.40505,15.90413,0.685379,4.924282,1.515001,2.393601,-0.48083,3.449656,-7.43903,5.595855,-7.31921,1.263458,1
10.6,15-06.wav,-0.4778,5.192195,0.004325,0.033947,0.011996,0.09597,0.754127,-0.0907,5.919459,40.72288,-0.32706,37.93693,0.529579341,0.017855085,-666.624,22.92671,1.257287,9.018942,4.984581,2.229285,1.347465,0.049476,-0.59236,2.263334,-0.62948,1.364084,-0.58013,0.442864,-0.48402,0.36108,-1.65627,1.30898,-1.32468,0.93709,1
10.8,15-08.wav,-0.5657,2.178218,0.003629,0.004927,0.004278,0.008557,2.578532,0.229356,10.38578,46.41358,-3.13174,38.3171,0.467614919,0.077408485,-489.273,75.87935,1.395691,21.89667,11.44269,6.452229,0.879401,-5.99155,-3.1336,6.253585,0.281626,2.858471,-1.5509,2.487523,0.595876,1.076969,-5.47889,2.813736,-4.32098,0.511416,1
10.13,15-13.wav,-0.48005,1.325684,0.001975,0.003609,0.002792,0.005585,0.298402,0.093763,3.196579,10.44406,1.010195,30.74184,0.423147678,0.104866795,-411.615,92.03612,1.425199,35.81028,17.63995,10.94751,0.018727,-12.0059,-3.70337,9.726965,-0.18387,1.502842,-2.80895,4.542429,0.007304,2.137996,-4.75495,4.709806,-5.46904,1.340947,1
10.16,15-16.wav,-0.50923,3.067735,0.004062,0.005199,0.004631,0.009261,1.203169,-0.00329,6.940883,62.5648,-0.94594,32.2217,0.482821435,0.216919258,-379.233,86.31258,3.133776,34.21077,18.30242,10.00794,1.067022,-7.66862,-0.29978,7.101492,1.259574,3.836502,0.098957,3.115032,-0.26815,0.999871,-2.30094,4.47238,-4.48049,1.355557,1
10.18,15-18.wav,-0.43574,4.894493,0.009629,0.088905,0.029479,0.235836,5.465187,3.405132,7.525242,10.93037,-2.13595,37.56335,0.432438493,0.115504466,-422.268,93.02279,5.529435,29.81738,16.09683,10.77591,5.442807,-10.0725,-5.36011,9.224062,0.896433,2.180257,-0.56887,4.088668,-0.98283,4.852103,-4.49569,3.882141,-5.01169,1.223161,1
10.19,15-19.wav,-0.07681,0.225978,0.014013,0.014013,0.014013,0.014013,2.687473,0.702212,5.006785,16.12484,-3.80507,38.06341,0.521660924,0.109068714,-382.41,104.3344,19.73994,48.49003,16.64849,17.31972,6.105336,-6.04474,-5.71109,3.059252,2.512122,7.877368,-2.33324,1.813789,-1.92138,3.780963,-6.65572,6.617383,-5.80861,1.085247,1
10.23,15-23.wav,-0.1271,0.101293,0,0,0,0,0.210614,0.124736,0.432402,2.737978,-17.8777,38.35105,0.427053988,0.11161577,-364.442,101.1113,3.682529,45.0046,25.5618,16.4336,4.416193,-11.5611,-5.49766,9.965437,1.435121,2.909722,-2.72486,5.937258,-0.91533,2.37744,-4.58725,7.386657,-5.61176,2.433671,1
10.24,15-24.wav,-0.17649,1.05075,0.00262,0.025712,0.00783,0.062644,0.386479,0.082062,2.772592,9.661987,-16.6813,38.13294,0.448641628,0.108708389,-375.521,96.64318,2.6136,37.34208,21.10223,10.21475,-1.15345,-6.10255,0.427583,9.811972,-0.79701,6.941751,-0.33574,2.034507,1.966874,4.775326,-8.49543,6.43575,-5.77382,1.260778,1
10.25,15-25.wav,-0.1942,0.245875,0.002573,0.002573,0.002573,0.002573,0.236067,0.142632,0.303004,2.832807,-13.4427,36.8686,0.449994832,0.098187879,-330.679,125.1533,-7.88895,27.21308,17.05312,11.88782,3.172798,-7.70503,-5.9615,17.10647,1.80129,6.883308,-3.37588,4.196105,-3.09425,3.310559,-9.44421,5.427169,-3.91945,5.521799,1
